#:Data_list: 20190707_Gp_pchan_5m.txt
#:Created: 2019 Jul 08 0011 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: P1 = Protons from 0.7 -   4 MeV units #/cm2-s-sr-MeV
# Label: P2 = Protons from   4 -   9 MeV units #/cm2-s-sr-MeV
# Label: P3 = Protons from   9 -  15 MeV units #/cm2-s-sr-MeV
# Label: P4 = Protons from  15 -  40 MeV units #/cm2-s-sr-MeV
# Label: P5 = Protons from  38 -  82 MeV units #/cm2-s-sr-MeV
# Label: P6 = Protons from  84 - 200 MeV units #/cm2-s-sr-MeV
# Label: P7 = Protons from 110 - 900 MeV units #/cm2-s-sr-MeV
# Label: P8 = Protons from 350 - 420 MeV units #/cm2-s-sr-MeV
# Label: P9 = Protons from 420 - 510 MeV units #/cm2-s-sr-MeV
# Label: P10= Protons from 510 - 700 MeV units #/cm2-s-sr-MeV
# Label: P11= Protons from      >700 MeV units #/cm2-s-sr-MeV
# Source: GOES-15
# Location: W128
# Missing data: -1.00e+05
#
#                                        5-minute  GOES-15 Energetic Proton Flux Channels
#
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day      P1        P2        P3        P4        P5        P6        P7        P8        P9       P10       P11
#---------------------------------------------------------------------------------------------------------------------------------------------
2019 07 07  1115   58671  40500  2.67e-01  9.68e-02  7.50e-02  2.56e-02  1.67e-02  5.79e-03  3.20e-03  3.52e-03  9.03e-04  7.90e-04  2.65e-04
2019 07 07  1120   58671  40800  3.39e-01  1.33e-01  1.03e-01  2.30e-02  1.97e-02  5.66e-03  3.01e-03  3.12e-03  1.54e-03  8.28e-04  1.97e-04
2019 07 07  1125   58671  41100  3.28e-01  1.09e-01  9.38e-02  2.23e-02  2.20e-02  5.18e-03  3.56e-03  3.03e-03  1.76e-03  6.78e-04  2.22e-04
2019 07 07  1130   58671  41400  1.44e-01  1.33e-01  6.57e-02  2.17e-02  2.07e-02  5.28e-03  3.00e-03  3.25e-03  1.31e-03  5.08e-04  1.73e-04
2019 07 07  1135   58671  41700  2.50e-01  9.68e-02  3.75e-02  2.17e-02  1.83e-02  5.42e-03  2.96e-03  3.12e-03  1.67e-03  6.02e-04  2.42e-04
2019 07 07  1140   58671  42000  3.60e-01  1.81e-01  7.50e-02  2.30e-02  2.22e-02  6.30e-03  3.41e-03  3.66e-03  1.45e-03  5.65e-04  1.99e-04
2019 07 07  1145   58671  42300  2.39e-01  9.68e-02  7.50e-02  2.43e-02  1.85e-02  6.71e-03  3.00e-03  3.03e-03  1.17e-03  7.90e-04  2.38e-04
2019 07 07  1150   58671  42600  3.84e-01  1.33e-01  5.63e-02  1.97e-02  1.63e-02  5.69e-03  3.22e-03  3.30e-03  1.99e-03  7.15e-04  2.18e-04
2019 07 07  1155   58671  42900  4.89e-01  1.21e-01  7.50e-02  1.64e-02  1.67e-02  5.89e-03  3.14e-03  2.57e-03  1.40e-03  7.72e-04  2.28e-04
2019 07 07  1200   58671  43200  3.99e-01  2.06e-01  5.63e-02  2.43e-02  1.38e-02  6.10e-03  3.47e-03  3.39e-03  1.31e-03  5.83e-04  2.22e-04
2019 07 07  1205   58671  43500  4.53e-01  1.33e-01  4.69e-02  2.04e-02  1.63e-02  5.89e-03  3.09e-03  3.25e-03  1.31e-03  8.47e-04  2.26e-04
2019 07 07  1210   58671  43800  5.37e-01  8.47e-02  5.63e-02  1.97e-02  1.97e-02  5.89e-03  3.23e-03  3.66e-03  1.26e-03  6.21e-04  2.84e-04
2019 07 07  1215   58671  44100  5.74e-01  1.69e-01  5.63e-02  1.97e-02  1.97e-02  5.62e-03  3.13e-03  3.61e-03  1.40e-03  6.02e-04  2.05e-04
2019 07 07  1220   58671  44400  6.53e-01  1.94e-01  5.63e-02  2.37e-02  1.95e-02  6.06e-03  2.88e-03  3.34e-03  2.08e-03  9.22e-04  2.88e-04
2019 07 07  1225   58671  44700  7.50e-01  9.68e-02  9.38e-03  2.37e-02  1.53e-02  5.08e-03  3.51e-03  3.12e-03  1.31e-03  7.72e-04  2.40e-04
2019 07 07  1230   58671  45000  6.53e-01  1.21e-01  1.31e-01  2.17e-02  2.14e-02  6.23e-03  3.32e-03  2.62e-03  1.72e-03  6.96e-04  2.20e-04
2019 07 07  1235   58671  45300  7.48e-01  9.68e-02  5.63e-02  1.91e-02  1.91e-02  6.17e-03  3.13e-03  3.16e-03  1.54e-03  6.96e-04  2.67e-04
2019 07 07  1240   58671  45600  8.75e-01  1.94e-01  5.63e-02  2.10e-02  1.71e-02  4.44e-03  3.30e-03  3.93e-03  1.22e-03  6.02e-04  2.28e-04
2019 07 07  1245   58671  45900  1.06e+00  9.68e-02  3.75e-02  1.25e-02  1.75e-02  5.83e-03  3.21e-03  3.25e-03  2.08e-03  5.08e-04  2.30e-04
2019 07 07  1250   58671  46200  8.88e-01  8.47e-02  1.88e-02  2.63e-02  1.75e-02  6.03e-03  3.07e-03  3.43e-03  1.45e-03  6.59e-04  2.36e-04
2019 07 07  1255   58671  46500  1.27e+00  2.06e-01  1.69e-01  2.30e-02  2.22e-02  6.50e-03  3.15e-03  4.11e-03  1.08e-03  6.96e-04  2.01e-04
2019 07 07  1300   58671  46800  1.09e+00  8.47e-02  5.63e-02  2.17e-02  1.75e-02  5.69e-03  3.42e-03  3.21e-03  1.72e-03  7.15e-04  2.24e-04
2019 07 07  1305   58671  47100  1.14e+00  1.09e-01  9.38e-02  2.63e-02  1.91e-02  4.95e-03  3.20e-03  3.75e-03  1.40e-03  6.59e-04  2.12e-04
2019 07 07  1310   58671  47400  1.25e+00  9.68e-02  5.63e-02  2.63e-02  1.95e-02  5.39e-03  3.24e-03  2.53e-03  1.40e-03  7.34e-04  2.22e-04
2019 07 07  1315   58671  47700  1.42e+00  1.21e-01  3.75e-02  2.69e-02  1.77e-02  5.62e-03  2.79e-03  4.65e-03  1.94e-03  6.59e-04  1.99e-04
2019 07 07  1320   58671  48000  1.65e+00  1.45e-01  4.69e-02  2.56e-02  1.55e-02  5.86e-03  3.33e-03  2.39e-03  1.08e-03  7.90e-04  2.36e-04
2019 07 07  1325   58671  48300  1.70e+00  1.09e-01  3.75e-02  1.58e-02  1.42e-02  5.66e-03  2.83e-03  3.57e-03  1.26e-03  8.66e-04  2.08e-04
2019 07 07  1330   58671  48600  1.80e+00  1.21e-01  8.44e-02  2.17e-02  1.93e-02  5.49e-03  3.05e-03  3.21e-03  1.49e-03  5.65e-04  2.10e-04
2019 07 07  1335   58671  48900  1.54e+00  8.47e-02  5.63e-02  2.56e-02  1.73e-02  5.96e-03  3.01e-03  3.07e-03  1.31e-03  8.28e-04  2.36e-04
2019 07 07  1340   58671  49200  1.68e+00  1.21e-01  4.69e-02  2.04e-02  1.97e-02  5.59e-03  3.40e-03  3.30e-03  1.85e-03  5.65e-04  2.30e-04
2019 07 07  1345   58671  49500  1.76e+00  1.21e-01  5.63e-02  1.77e-02  2.12e-02  5.76e-03  3.26e-03  3.57e-03  9.94e-04  7.53e-04  2.69e-04
2019 07 07  1350   58671  49800  2.20e+00  1.45e-01  9.38e-02  1.97e-02  2.12e-02  5.96e-03  3.26e-03  2.26e-03  1.40e-03  5.65e-04  2.03e-04
2019 07 07  1355   58671  50100  1.67e+00  1.69e-01  9.38e-02  2.17e-02  1.69e-02  6.17e-03  3.11e-03  3.39e-03  1.67e-03  6.40e-04  2.20e-04
2019 07 07  1400   58671  50400  2.15e+00  1.33e-01  6.57e-02  2.50e-02  2.34e-02  6.06e-03  3.28e-03  3.39e-03  1.45e-03  6.78e-04  1.97e-04
2019 07 07  1405   58671  50700  2.46e+00  1.94e-01  7.50e-02  3.02e-02  2.03e-02  6.81e-03  3.42e-03  3.66e-03  1.36e-03  7.15e-04  2.24e-04
2019 07 07  1410   58671  51000  2.54e+00  1.57e-01  1.03e-01  1.77e-02  1.53e-02  4.71e-03  3.15e-03  3.70e-03  1.36e-03  6.21e-04  2.14e-04
2019 07 07  1415   58671  51300  3.21e+00  1.33e-01  9.38e-02  1.71e-02  1.97e-02  5.69e-03  3.14e-03  3.48e-03  1.63e-03  6.59e-04  2.20e-04
2019 07 07  1420   58671  51600  3.24e+00  8.47e-02  5.63e-02  2.17e-02  1.79e-02  5.56e-03  2.83e-03  3.79e-03  1.36e-03  9.03e-04  2.40e-04
2019 07 07  1425   58671  51900  3.81e+00  1.21e-01  4.69e-02  2.17e-02  1.79e-02  6.03e-03  2.78e-03  2.89e-03  1.13e-03  8.85e-04  2.05e-04
2019 07 07  1430   58671  52200  3.63e+00  7.56e-02  1.17e-01  1.89e-02  1.79e-02  5.63e-03  3.10e-03  3.43e-03  1.31e-03  8.09e-04  2.71e-04
2019 07 07  1435   58671  52500  4.85e+00  1.33e-01  6.57e-02  2.96e-02  2.01e-02  6.00e-03  2.90e-03  3.61e-03  1.67e-03  6.40e-04  2.26e-04
2019 07 07  1440   58671  52800  4.12e+00  9.68e-02  1.88e-02  2.30e-02  2.10e-02  5.86e-03  3.65e-03  3.39e-03  1.49e-03  7.90e-04  2.08e-04
2019 07 07  1445   58671  53100  4.61e+00  1.94e-01  2.81e-02  2.50e-02  1.89e-02  6.54e-03  3.25e-03  3.70e-03  1.58e-03  6.40e-04  2.49e-04
2019 07 07  1450   58671  53400  4.92e+00  1.69e-01  1.03e-01  2.89e-02  1.79e-02  6.67e-03  3.28e-03  4.02e-03  1.72e-03  7.53e-04  2.53e-04
2019 07 07  1455   58671  53700  4.79e+00  1.69e-01  7.50e-02  2.43e-02  2.26e-02  5.83e-03  3.15e-03  3.12e-03  1.40e-03  5.27e-04  2.44e-04
2019 07 07  1500   58671  54000  5.52e+00  1.21e-01  9.38e-02  1.84e-02  1.87e-02  5.76e-03  3.36e-03  3.30e-03  1.45e-03  8.28e-04  2.36e-04
2019 07 07  1505   58671  54300  5.92e+00  8.47e-02  5.63e-02  1.77e-02  2.01e-02  5.89e-03  3.22e-03  3.43e-03  1.58e-03  6.02e-04  2.59e-04
2019 07 07  1510   58671  54600  5.75e+00  6.05e-02  1.13e-01  2.83e-02  1.91e-02  5.79e-03  3.05e-03  2.71e-03  1.76e-03  7.15e-04  2.38e-04
2019 07 07  1515   58671  54900  5.82e+00  8.47e-02  2.81e-02  1.58e-02  1.71e-02  6.88e-03  3.11e-03  3.57e-03  1.13e-03  4.70e-04  2.30e-04
2019 07 07  1520   58671  55200  6.96e+00  7.26e-02  7.50e-02  2.10e-02  1.95e-02  6.17e-03  3.22e-03  3.43e-03  1.08e-03  5.46e-04  2.51e-04
2019 07 07  1525   58671  55500  6.66e+00  1.09e-01  3.75e-02  2.56e-02  1.75e-02  5.72e-03  3.22e-03  3.16e-03  2.12e-03  6.40e-04  2.26e-04
2019 07 07  1530   58671  55800  6.76e+00  1.33e-01  6.57e-02  2.56e-02  1.71e-02  5.69e-03  3.17e-03  2.98e-03  1.63e-03  6.21e-04  2.45e-04
2019 07 07  1535   58671  56100  7.12e+00  1.09e-01  3.75e-02  2.17e-02  1.95e-02  5.18e-03  3.48e-03  3.12e-03  2.26e-03  8.85e-04  2.30e-04
2019 07 07  1540   58671  56400  6.96e+00  1.21e-01  6.57e-02  1.97e-02  1.85e-02  5.52e-03  2.79e-03  3.21e-03  2.21e-03  8.09e-04  2.28e-04
2019 07 07  1545   58671  56700  7.13e+00  1.21e-01  1.13e-01  2.30e-02  1.99e-02  5.39e-03  2.92e-03  2.85e-03  1.99e-03  7.72e-04  2.45e-04
2019 07 07  1550   58671  57000  7.88e+00  1.09e-01  6.57e-02  1.45e-02  2.20e-02  5.79e-03  3.18e-03  3.48e-03  1.26e-03  4.52e-04  2.61e-04
2019 07 07  1555   58671  57300  7.68e+00  6.05e-02  4.69e-02  1.25e-02  1.79e-02  6.20e-03  3.18e-03  2.80e-03  1.31e-03  6.78e-04  2.34e-04
2019 07 07  1600   58671  57600  6.89e+00  1.69e-01  1.03e-01  2.04e-02  1.65e-02  5.86e-03  3.24e-03  3.79e-03  1.45e-03  9.03e-04  2.55e-04
2019 07 07  1605   58671  57900  8.60e+00  1.57e-01  6.57e-02  1.64e-02  1.75e-02  5.76e-03  3.38e-03  3.57e-03  1.49e-03  6.02e-04  2.10e-04
2019 07 07  1610   58671  58200  7.68e+00  2.06e-01  9.38e-02  2.10e-02  2.01e-02  4.81e-03  3.08e-03  3.97e-03  1.81e-03  6.59e-04  2.08e-04
2019 07 07  1615   58671  58500  7.31e+00  1.81e-01  3.75e-02  2.23e-02  2.14e-02  5.25e-03  3.01e-03  3.43e-03  1.58e-03  6.40e-04  2.36e-04
2019 07 07  1620   58671  58800  7.65e+00  1.45e-01  5.63e-02  2.43e-02  1.93e-02  6.17e-03  3.21e-03  4.11e-03  1.54e-03  6.40e-04  2.57e-04
2019 07 07  1625   58671  59100  7.83e+00  1.21e-01  6.57e-02  2.17e-02  1.85e-02  4.91e-03  3.34e-03  3.61e-03  1.49e-03  8.85e-04  2.34e-04
2019 07 07  1630   58671  59400  8.13e+00  9.68e-02  3.75e-02  1.84e-02  2.05e-02  6.03e-03  3.18e-03  4.20e-03  1.58e-03  6.96e-04  2.16e-04
2019 07 07  1635   58671  59700  8.50e+00  1.69e-01  4.69e-02  2.89e-02  2.26e-02  5.52e-03  3.33e-03  3.57e-03  1.63e-03  6.96e-04  2.34e-04
2019 07 07  1640   58671  60000  8.74e+00  1.33e-01  6.57e-02  2.76e-02  1.75e-02  6.00e-03  3.14e-03  4.11e-03  1.08e-03  7.53e-04  2.05e-04
2019 07 07  1645   58671  60300  1.01e+01  1.45e-01  4.69e-02  1.84e-02  1.79e-02  6.27e-03  3.43e-03  2.89e-03  1.40e-03  9.03e-04  2.73e-04
2019 07 07  1650   58671  60600  1.02e+01  9.68e-02  4.69e-02  2.43e-02  1.99e-02  6.23e-03  3.25e-03  2.89e-03  1.04e-03  8.09e-04  2.36e-04
2019 07 07  1655   58671  60900  9.90e+00  1.21e-01  9.38e-02  1.97e-02  1.69e-02  5.66e-03  3.48e-03  3.97e-03  1.72e-03  7.53e-04  2.42e-04
2019 07 07  1700   58671  61200  9.78e+00  1.09e-01  1.22e-01  1.97e-02  1.73e-02  6.17e-03  3.23e-03  3.48e-03  1.31e-03  7.72e-04  2.61e-04
2019 07 07  1705   58671  61500  1.07e+01  9.68e-02  1.88e-02  2.43e-02  1.95e-02  5.72e-03  3.09e-03  2.85e-03  1.31e-03  5.83e-04  1.81e-04
2019 07 07  1710   58671  61800  1.18e+01  1.09e-01  6.57e-02  1.84e-02  1.73e-02  6.47e-03  3.55e-03  3.79e-03  2.57e-03  8.09e-04  2.10e-04
2019 07 07  1715   58671  62100  1.12e+01  1.33e-01  7.50e-02  1.51e-02  1.97e-02  5.69e-03  2.86e-03  3.30e-03  1.58e-03  8.47e-04  2.44e-04
2019 07 07  1720   58671  62400  1.19e+01  1.09e-01  5.63e-02  2.10e-02  1.81e-02  6.00e-03  3.16e-03  2.66e-03  1.81e-03  7.34e-04  2.18e-04
2019 07 07  1725   58671  62700  1.19e+01  8.47e-02  8.44e-02  1.97e-02  2.01e-02  6.13e-03  3.39e-03  3.66e-03  1.54e-03  5.27e-04  2.03e-04
2019 07 07  1730   58671  63000  1.28e+01  1.57e-01  6.57e-02  3.48e-02  1.61e-02  6.57e-03  2.77e-03  3.79e-03  2.21e-03  6.21e-04  2.24e-04
2019 07 07  1735   58671  63300  1.25e+01  4.84e-02  1.13e-01  2.69e-02  2.54e-02  6.13e-03  3.47e-03  4.20e-03  1.36e-03  9.97e-04  1.87e-04
2019 07 07  1740   58671  63600  1.16e+01  1.21e-01  4.69e-02  1.77e-02  1.65e-02  4.98e-03  3.18e-03  3.43e-03  1.36e-03  9.41e-04  2.32e-04
2019 07 07  1745   58671  63900  1.10e+01  1.33e-01  7.50e-02  2.43e-02  2.18e-02  5.66e-03  3.51e-03  3.21e-03  1.81e-03  4.89e-04  2.08e-04
2019 07 07  1750   58671  64200  1.05e+01  1.09e-01  1.03e-01  1.84e-02  2.01e-02  6.40e-03  3.37e-03  3.07e-03  1.49e-03  7.53e-04  2.44e-04
2019 07 07  1755   58671  64500  1.21e+01  2.54e-01  9.38e-02  2.30e-02  1.69e-02  5.86e-03  3.35e-03  4.02e-03  1.72e-03  1.02e-03  2.34e-04
2019 07 07  1800   58671  64800  1.31e+01  1.45e-01  1.13e-01  1.58e-02  1.57e-02  6.47e-03  3.29e-03  3.52e-03  1.04e-03  6.59e-04  2.30e-04
2019 07 07  1805   58671  65100  1.44e+01  1.09e-01  9.38e-02  2.96e-02  1.79e-02  4.81e-03  3.29e-03  3.70e-03  1.72e-03  6.40e-04  2.20e-04
2019 07 07  1810   58671  65400  1.29e+01  1.21e-01  7.50e-02  1.84e-02  1.91e-02  5.79e-03  3.22e-03  3.39e-03  1.45e-03  8.85e-04  2.30e-04
2019 07 07  1815   58671  65700  1.22e+01  1.33e-01  7.50e-02  1.45e-02  1.91e-02  6.27e-03  3.02e-03  3.52e-03  1.22e-03  5.27e-04  2.30e-04
2019 07 07  1820   58671  66000  1.19e+01  1.94e-01  7.50e-02  1.51e-02  1.83e-02  5.89e-03  3.34e-03  3.52e-03  1.67e-03  7.53e-04  2.12e-04
2019 07 07  1825   58671  66300  1.14e+01  6.05e-02  3.75e-02  1.71e-02  2.22e-02  6.27e-03  3.34e-03  3.70e-03  1.45e-03  7.53e-04  2.06e-04
2019 07 07  1830   58671  66600  1.01e+01  1.81e-01  7.50e-02  1.91e-02  1.85e-02  5.66e-03  3.13e-03  2.98e-03  1.26e-03  5.46e-04  2.51e-04
2019 07 07  1835   58671  66900  1.14e+01  1.45e-01  7.50e-02  1.91e-02  1.91e-02  4.98e-03  3.39e-03  4.20e-03  1.45e-03  7.53e-04  2.47e-04
2019 07 07  1840   58671  67200  1.37e+01  1.21e-01  5.63e-02  2.17e-02  2.07e-02  6.13e-03  3.27e-03  3.57e-03  1.22e-03  8.85e-04  2.32e-04
2019 07 07  1845   58671  67500  1.44e+01  9.68e-02  1.03e-01  2.30e-02  1.77e-02  5.49e-03  3.30e-03  3.30e-03  1.58e-03  7.90e-04  2.61e-04
2019 07 07  1850   58671  67800  1.45e+01  8.47e-02  8.44e-02  2.23e-02  2.16e-02  4.84e-03  3.33e-03  3.39e-03  1.72e-03  7.34e-04  2.16e-04
2019 07 07  1855   58671  68100  1.42e+01  1.69e-01  3.75e-02  1.91e-02  2.38e-02  6.84e-03  3.28e-03  2.98e-03  1.58e-03  7.15e-04  2.01e-04
2019 07 07  1900   58671  68400  1.54e+01  1.69e-01  7.50e-02  2.50e-02  1.89e-02  5.89e-03  3.22e-03  3.48e-03  1.26e-03  6.21e-04  2.22e-04
2019 07 07  1905   58671  68700  1.48e+01  1.09e-01  4.69e-02  2.23e-02  1.73e-02  5.76e-03  3.06e-03  3.16e-03  1.08e-03  8.28e-04  2.44e-04
2019 07 07  1910   58671  69000  1.46e+01  1.57e-01  1.03e-01  2.30e-02  1.83e-02  6.06e-03  3.43e-03  3.52e-03  1.22e-03  6.96e-04  2.26e-04
2019 07 07  1915   58671  69300  1.49e+01  8.47e-02  3.75e-02  2.04e-02  1.79e-02  6.17e-03  3.31e-03  2.94e-03  1.67e-03  1.02e-03  2.36e-04
2019 07 07  1920   58671  69600  1.41e+01  9.68e-02  5.63e-02  1.45e-02  1.93e-02  5.76e-03  3.25e-03  2.85e-03  2.17e-03  5.46e-04  2.47e-04
2019 07 07  1925   58671  69900  1.45e+01  8.47e-02  6.57e-02  1.97e-02  1.95e-02  6.40e-03  3.04e-03  3.61e-03  1.54e-03  9.03e-04  2.32e-04
2019 07 07  1930   58671  70200  1.61e+01  1.94e-01  4.69e-02  2.10e-02  1.89e-02  6.06e-03  3.24e-03  3.48e-03  1.72e-03  8.66e-04  2.30e-04
2019 07 07  1935   58671  70500  1.57e+01  1.81e-01  3.75e-02  1.64e-02  1.97e-02  5.18e-03  3.42e-03  3.84e-03  1.54e-03  6.40e-04  2.24e-04
2019 07 07  1940   58671  70800  1.56e+01  6.05e-02  6.57e-02  2.43e-02  1.81e-02  5.22e-03  2.81e-03  4.11e-03  1.67e-03  6.21e-04  1.97e-04
2019 07 07  1945   58671  71100  1.36e+01  2.06e-01  7.50e-02  2.17e-02  1.81e-02  6.13e-03  3.16e-03  3.43e-03  1.49e-03  5.83e-04  2.20e-04
2019 07 07  1950   58671  71400  1.32e+01  1.45e-01  5.63e-02  2.17e-02  2.38e-02  6.20e-03  3.09e-03  4.02e-03  1.49e-03  7.34e-04  2.26e-04
2019 07 07  1955   58671  71700  1.27e+01  1.33e-01  9.38e-02  2.50e-02  1.79e-02  6.33e-03  3.05e-03  3.12e-03  1.45e-03  6.59e-04  1.99e-04
2019 07 07  2000   58671  72000  1.32e+01  9.68e-02  8.44e-02  1.71e-02  2.24e-02  6.54e-03  3.02e-03  3.48e-03  1.54e-03  7.72e-04  2.49e-04
2019 07 07  2005   58671  72300  1.29e+01  8.47e-02  6.57e-02  2.63e-02  1.75e-02  5.25e-03  3.11e-03  3.70e-03  1.58e-03  6.78e-04  2.34e-04
2019 07 07  2010   58671  72600  1.50e+01  1.45e-01  6.57e-02  2.50e-02  2.08e-02  6.17e-03  3.18e-03  3.66e-03  2.03e-03  7.90e-04  2.20e-04
2019 07 07  2015   58671  72900  1.53e+01  2.06e-01  2.81e-02  1.77e-02  1.93e-02  5.18e-03  3.43e-03  3.66e-03  1.36e-03  6.78e-04  2.34e-04
2019 07 07  2020   58671  73200  1.46e+01  2.06e-01  6.57e-02  1.71e-02  2.20e-02  5.52e-03  3.26e-03  3.39e-03  1.13e-03  5.08e-04  2.59e-04
2019 07 07  2025   58671  73500  1.38e+01  1.57e-01  5.63e-02  2.69e-02  2.18e-02  5.76e-03  3.09e-03  3.34e-03  2.30e-03  6.21e-04  1.97e-04
2019 07 07  2030   58671  73800  1.42e+01  2.06e-01  4.69e-02  2.50e-02  2.24e-02  5.42e-03  3.29e-03  3.43e-03  1.72e-03  7.34e-04  2.40e-04
2019 07 07  2035   58671  74100  1.39e+01  1.69e-01  3.75e-02  2.37e-02  1.97e-02  6.17e-03  3.06e-03  3.25e-03  1.54e-03  7.34e-04  2.30e-04
2019 07 07  2040   58671  74400  1.36e+01  1.57e-01  9.38e-02  2.37e-02  2.22e-02  5.56e-03  3.40e-03  2.76e-03  1.22e-03  6.59e-04  2.06e-04
2019 07 07  2045   58671  74700  1.25e+01  1.33e-01  1.88e-02  1.97e-02  2.03e-02  5.15e-03  2.94e-03  3.39e-03  1.49e-03  7.53e-04  2.30e-04
2019 07 07  2050   58671  75000  1.26e+01  7.26e-02  8.44e-02  2.43e-02  1.79e-02  5.49e-03  3.07e-03  3.66e-03  1.58e-03  7.90e-04  1.89e-04
2019 07 07  2055   58671  75300  1.37e+01  1.45e-01  4.69e-02  2.37e-02  1.97e-02  5.69e-03  3.40e-03  3.43e-03  1.04e-03  6.59e-04  1.97e-04
2019 07 07  2100   58671  75600  1.36e+01  1.33e-01  4.69e-02  2.43e-02  2.01e-02  5.28e-03  3.40e-03  3.21e-03  1.85e-03  4.33e-04  2.36e-04
2019 07 07  2105   58671  75900  1.41e+01  1.21e-01  8.44e-02  2.17e-02  1.67e-02  5.89e-03  3.49e-03  3.25e-03  1.40e-03  5.46e-04  2.28e-04
2019 07 07  2110   58671  76200  1.35e+01  8.47e-02  7.50e-02  2.50e-02  2.24e-02  5.76e-03  3.11e-03  3.70e-03  2.21e-03  6.21e-04  1.89e-04
2019 07 07  2115   58671  76500  1.37e+01  1.33e-01  4.69e-02  2.04e-02  2.14e-02  5.45e-03  3.13e-03  3.79e-03  1.67e-03  9.22e-04  2.65e-04
2019 07 07  2120   58671  76800  1.41e+01  4.84e-02  8.44e-02  1.31e-02  1.97e-02  6.74e-03  2.95e-03  4.25e-03  1.26e-03  7.34e-04  1.69e-04
2019 07 07  2125   58671  77100  1.41e+01  1.69e-01  3.75e-02  2.10e-02  1.93e-02  5.35e-03  3.27e-03  2.98e-03  1.49e-03  8.09e-04  2.49e-04
2019 07 07  2130   58671  77400  1.42e+01  1.09e-01  5.63e-02  2.10e-02  2.07e-02  5.56e-03  3.38e-03  3.84e-03  1.45e-03  5.46e-04  2.44e-04
2019 07 07  2135   58671  77700  1.25e+01  1.45e-01  1.88e-02  1.58e-02  1.89e-02  6.20e-03  3.15e-03  3.48e-03  1.85e-03  9.03e-04  2.34e-04
2019 07 07  2140   58671  78000  1.24e+01  8.47e-02  6.57e-02  2.30e-02  1.99e-02  5.49e-03  2.82e-03  3.66e-03  1.54e-03  5.46e-04  2.49e-04
2019 07 07  2145   58671  78300  1.36e+01  8.47e-02  6.57e-02  2.10e-02  1.83e-02  5.59e-03  3.31e-03  3.12e-03  1.26e-03  6.40e-04  2.26e-04
2019 07 07  2150   58671  78600  1.31e+01  1.57e-01  8.44e-02  1.77e-02  2.32e-02  5.96e-03  3.19e-03  3.70e-03  1.81e-03  8.85e-04  2.01e-04
2019 07 07  2155   58671  78900  1.15e+01  1.94e-01  5.63e-02  2.37e-02  2.22e-02  6.03e-03  3.31e-03  2.89e-03  1.58e-03  7.15e-04  2.20e-04
2019 07 07  2200   58671  79200  1.25e+01  8.47e-02  6.57e-02  1.64e-02  1.97e-02  5.08e-03  3.34e-03  2.94e-03  1.54e-03  7.72e-04  2.30e-04
2019 07 07  2205   58671  79500  1.12e+01  2.54e-01  9.38e-02  1.18e-02  1.65e-02  4.91e-03  3.16e-03  3.43e-03  1.63e-03  9.03e-04  2.08e-04
2019 07 07  2210   58671  79800  1.06e+01  1.33e-01  3.75e-02  2.37e-02  1.63e-02  6.03e-03  3.10e-03  3.34e-03  1.13e-03  7.15e-04  2.18e-04
2019 07 07  2215   58671  80100  1.07e+01  1.69e-01  9.38e-02  2.10e-02  2.40e-02  5.28e-03  3.11e-03  3.52e-03  1.17e-03  5.08e-04  1.85e-04
2019 07 07  2220   58671  80400  9.90e+00  2.30e-01  2.81e-02  1.64e-02  2.32e-02  5.93e-03  3.43e-03  3.48e-03  1.13e-03  8.47e-04  2.08e-04
2019 07 07  2225   58671  80700  9.66e+00  1.57e-01  3.75e-02  1.97e-02  1.87e-02  5.12e-03  3.57e-03  3.75e-03  1.40e-03  5.27e-04  2.16e-04
2019 07 07  2230   58671  81000  1.06e+01  1.33e-01  3.75e-02  1.91e-02  2.40e-02  5.42e-03  3.22e-03  2.62e-03  1.72e-03  7.53e-04  2.05e-04
2019 07 07  2235   58671  81300  9.76e+00  8.47e-02  8.44e-02  2.04e-02  1.48e-02  5.93e-03  3.27e-03  2.48e-03  1.31e-03  5.65e-04  2.34e-04
2019 07 07  2240   58671  81600  9.57e+00  1.21e-01  3.75e-02  1.45e-02  1.81e-02  4.64e-03  3.26e-03  3.52e-03  1.45e-03  7.90e-04  2.16e-04
2019 07 07  2245   58671  81900  9.32e+00  2.18e-01  4.69e-02  2.43e-02  1.83e-02  6.17e-03  3.11e-03  3.39e-03  1.81e-03  6.40e-04  2.28e-04
2019 07 07  2250   58671  82200  7.68e+00  1.09e-01  6.57e-02  1.45e-02  1.97e-02  5.62e-03  3.22e-03  2.98e-03  1.49e-03  7.72e-04  2.26e-04
2019 07 07  2255   58671  82500  7.31e+00  1.33e-01  2.81e-02  2.10e-02  1.81e-02  4.67e-03  2.71e-03  3.34e-03  1.90e-03  7.72e-04  2.53e-04
2019 07 07  2300   58671  82800  5.09e+00  1.57e-01  5.63e-02  2.50e-02  2.44e-02  5.56e-03  3.12e-03  3.25e-03  1.22e-03  8.09e-04  2.26e-04
