#:Data_list: 20190708_Gp_pchan_5m.txt
#:Created: 2019 Jul 09 0011 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: P1 = Protons from 0.7 -   4 MeV units #/cm2-s-sr-MeV
# Label: P2 = Protons from   4 -   9 MeV units #/cm2-s-sr-MeV
# Label: P3 = Protons from   9 -  15 MeV units #/cm2-s-sr-MeV
# Label: P4 = Protons from  15 -  40 MeV units #/cm2-s-sr-MeV
# Label: P5 = Protons from  38 -  82 MeV units #/cm2-s-sr-MeV
# Label: P6 = Protons from  84 - 200 MeV units #/cm2-s-sr-MeV
# Label: P7 = Protons from 110 - 900 MeV units #/cm2-s-sr-MeV
# Label: P8 = Protons from 350 - 420 MeV units #/cm2-s-sr-MeV
# Label: P9 = Protons from 420 - 510 MeV units #/cm2-s-sr-MeV
# Label: P10= Protons from 510 - 700 MeV units #/cm2-s-sr-MeV
# Label: P11= Protons from      >700 MeV units #/cm2-s-sr-MeV
# Source: GOES-14
# Location: W105
# Missing data: -1.00e+05
#
#                                        5-minute  GOES-14 Energetic Proton Flux Channels
#
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day      P1        P2        P3        P4        P5        P6        P7        P8        P9       P10       P11
#---------------------------------------------------------------------------------------------------------------------------------------------
2019 07 08  1115   58672  40500  1.07e-01  1.05e-02  7.27e-03  1.30e-03  1.20e-03  2.65e-04  1.25e-03  3.03e-03  1.67e-03  1.05e-03  1.87e-04
2019 07 08  1120   58672  40800  7.01e-02  1.05e-02  7.27e-03  1.30e-03  2.60e-03  4.14e-04  8.76e-04  3.93e-03  1.63e-03  1.20e-03  1.58e-04
2019 07 08  1125   58672  41100  1.35e-01  4.55e-02  7.27e-03  7.55e-03  1.20e-03  2.65e-04  9.52e-04  3.30e-03  1.49e-03  1.19e-03  1.40e-04
2019 07 08  1130   58672  41400  1.87e-01  2.13e-02  7.27e-03  8.87e-03  1.20e-03  2.65e-04  1.24e-03  3.61e-03  1.85e-03  9.41e-04  1.31e-04
2019 07 08  1135   58672  41700  7.49e-02  1.05e-02  7.27e-03  7.55e-03  1.20e-03  2.65e-04  1.27e-03  3.61e-03  2.08e-03  9.60e-04  1.58e-04
2019 07 08  1140   58672  42000  1.38e-01  3.16e-02  2.59e-02  6.81e-03  1.47e-03  2.88e-04  1.39e-03  3.97e-03  1.94e-03  1.09e-03  1.89e-04
2019 07 08  1145   58672  42300  4.02e-02  1.05e-02  7.27e-03  1.08e-02  2.54e-03  2.65e-04  1.07e-03  4.47e-03  1.67e-03  8.47e-04  1.62e-04
2019 07 08  1150   58672  42600  2.34e-01  1.05e-02  7.27e-03  4.93e-03  1.20e-03  2.65e-04  1.04e-03  4.11e-03  1.63e-03  1.34e-03  1.83e-04
2019 07 08  1155   58672  42900  1.94e-01  4.55e-02  8.88e-03  1.15e-02  1.20e-03  2.65e-04  1.14e-03  3.84e-03  2.03e-03  1.11e-03  1.66e-04
2019 07 08  1200   58672  43200  1.68e-01  1.05e-02  7.27e-03  8.21e-03  1.20e-03  2.65e-04  8.91e-04  3.21e-03  2.71e-03  1.07e-03  1.85e-04
2019 07 08  1205   58672  43500  1.61e-01  3.34e-02  7.27e-03  1.28e-02  1.20e-03  2.65e-04  1.30e-03  3.21e-03  1.99e-03  8.66e-04  1.44e-04
2019 07 08  1210   58672  43800  3.50e-01  1.05e-02  5.31e-02  1.22e-02  3.13e-03  2.65e-04  1.06e-03  4.29e-03  2.12e-03  9.97e-04  1.75e-04
2019 07 08  1215   58672  44100  1.98e-01  5.71e-02  7.27e-03  8.02e-03  1.20e-03  6.35e-04  1.08e-03  3.16e-03  1.76e-03  9.41e-04  1.56e-04
2019 07 08  1220   58672  44400  1.87e-01  2.13e-02  7.27e-03  1.08e-02  1.20e-03  2.65e-04  1.06e-03  3.16e-03  1.90e-03  1.02e-03  1.34e-04
2019 07 08  1225   58672  44700  8.12e-03  1.05e-02  1.83e-02  8.21e-03  1.20e-03  2.65e-04  1.14e-03  4.20e-03  1.99e-03  9.41e-04  1.62e-04
2019 07 08  1230   58672  45000  2.06e-01  6.97e-02  7.27e-03  9.53e-03  1.20e-03  2.65e-04  1.00e-03  3.88e-03  2.12e-03  9.22e-04  1.66e-04
2019 07 08  1235   58672  45300  5.77e-02  4.55e-02  7.27e-03  1.35e-02  1.20e-03  2.65e-04  1.16e-03  3.75e-03  1.85e-03  1.05e-03  1.44e-04
2019 07 08  1240   58672  45600  2.00e-01  1.05e-02  7.27e-03  9.53e-03  1.20e-03  2.65e-04  1.17e-03  3.48e-03  1.81e-03  9.60e-04  1.48e-04
2019 07 08  1245   58672  45900  9.86e-02  1.05e-02  2.76e-02  1.08e-02  1.20e-03  2.65e-04  7.95e-04  4.16e-03  1.76e-03  1.04e-03  1.85e-04
2019 07 08  1250   58672  46200  2.65e-01  1.05e-02  8.88e-03  4.27e-03  1.20e-03  2.65e-04  1.03e-03  4.11e-03  2.03e-03  1.05e-03  1.75e-04
2019 07 08  1255   58672  46500  3.09e-01  1.05e-02  7.27e-03  3.61e-03  1.36e-03  2.65e-04  7.19e-04  2.80e-03  1.67e-03  6.96e-04  1.44e-04
2019 07 08  1300   58672  46800  1.57e-01  1.05e-02  1.56e-02  1.87e-03  1.20e-03  1.62e-03  9.17e-04  4.11e-03  1.40e-03  7.34e-04  1.34e-04
2019 07 08  1305   58672  47100  1.40e-01  1.05e-02  7.27e-03  8.33e-03  1.20e-03  7.92e-04  1.33e-03  3.52e-03  1.85e-03  1.02e-03  1.62e-04
2019 07 08  1310   58672  47400  1.83e-01  1.05e-02  7.27e-03  8.02e-03  1.20e-03  6.35e-04  9.12e-04  3.61e-03  2.17e-03  9.22e-04  1.99e-04
2019 07 08  1315   58672  47700  2.86e-01  1.05e-02  1.78e-02  3.11e-03  1.20e-03  4.77e-04  1.26e-03  4.38e-03  1.58e-03  9.97e-04  1.75e-04
2019 07 08  1320   58672  48000  2.84e-01  1.05e-02  7.27e-03  9.53e-03  1.20e-03  2.65e-04  1.29e-03  4.02e-03  1.17e-03  8.66e-04  1.60e-04
2019 07 08  1325   58672  48300  1.91e-01  1.05e-02  7.27e-03  2.04e-02  3.43e-03  9.82e-04  1.09e-03  4.25e-03  1.45e-03  9.60e-04  1.50e-04
2019 07 08  1330   58672  48600  2.41e-01  1.05e-02  7.27e-03  7.57e-03  1.20e-03  5.40e-04  1.06e-03  4.11e-03  1.63e-03  1.24e-03  1.66e-04
2019 07 08  1335   58672  48900  3.25e-01  1.05e-02  7.27e-03  6.90e-03  1.55e-03  2.65e-04  7.19e-04  4.07e-03  1.99e-03  1.15e-03  1.32e-04
2019 07 08  1340   58672  49200  1.40e-01  1.05e-02  7.27e-03  1.59e-02  1.20e-03  6.35e-04  9.27e-04  3.97e-03  1.67e-03  9.97e-04  1.81e-04
2019 07 08  1345   58672  49500  1.78e-01  1.05e-02  7.27e-03  1.08e-02  1.20e-03  2.65e-04  1.46e-03  2.66e-03  1.81e-03  1.04e-03  1.89e-04
2019 07 08  1350   58672  49800  2.52e-01  1.05e-02  2.70e-02  1.09e-02  1.20e-03  5.40e-04  1.06e-03  3.57e-03  1.49e-03  9.79e-04  1.89e-04
2019 07 08  1355   58672  50100  4.13e-01  2.03e-02  7.27e-03  2.59e-03  1.20e-03  1.01e-03  1.32e-03  4.25e-03  1.67e-03  9.60e-04  1.66e-04
2019 07 08  1400   58672  50400  3.71e-01  1.05e-02  8.68e-03  7.55e-03  2.74e-03  2.65e-04  1.02e-03  2.85e-03  1.58e-03  5.46e-04  1.46e-04
2019 07 08  1405   58672  50700  2.73e-01  1.05e-02  1.83e-02  7.55e-03  1.20e-03  2.65e-04  1.33e-03  4.16e-03  1.49e-03  8.66e-04  1.52e-04
2019 07 08  1410   58672  51000  3.94e-01  2.13e-02  7.27e-03  8.87e-03  1.20e-03  2.65e-04  1.23e-03  3.52e-03  1.99e-03  1.26e-03  1.79e-04
2019 07 08  1415   58672  51300  5.08e-01  1.05e-02  7.27e-03  8.87e-03  1.20e-03  2.65e-04  1.14e-03  3.84e-03  1.63e-03  8.47e-04  1.48e-04
2019 07 08  1420   58672  51600  4.61e-01  2.12e-02  7.27e-03  4.80e-03  1.20e-03  3.04e-04  1.32e-03  4.07e-03  1.76e-03  1.04e-03  1.99e-04
2019 07 08  1425   58672  51900  3.75e-01  1.05e-02  7.27e-03  7.53e-03  1.20e-03  2.65e-04  1.05e-03  3.48e-03  2.17e-03  7.72e-04  1.62e-04
2019 07 08  1430   58672  52200  3.66e-01  5.75e-02  6.49e-02  8.64e-03  1.20e-03  3.51e-04  9.17e-04  3.43e-03  1.90e-03  9.60e-04  1.66e-04
2019 07 08  1435   58672  52500  5.23e-01  1.05e-02  7.27e-03  4.01e-03  1.20e-03  6.66e-04  8.71e-04  3.25e-03  1.85e-03  8.28e-04  1.71e-04
2019 07 08  1440   58672  52800  7.37e-01  4.55e-02  7.27e-03  1.02e-02  1.20e-03  2.65e-04  1.01e-03  3.57e-03  1.81e-03  8.66e-04  1.62e-04
2019 07 08  1445   58672  53100  7.89e-01  4.55e-02  7.27e-03  3.61e-03  1.20e-03  2.65e-04  1.08e-03  3.21e-03  1.72e-03  8.47e-04  1.56e-04
2019 07 08  1450   58672  53400  8.12e-01  1.05e-02  8.35e-03  1.30e-03  1.20e-03  5.09e-04  1.24e-03  3.70e-03  1.54e-03  8.66e-04  1.64e-04
2019 07 08  1455   58672  53700  7.22e-01  4.49e-02  7.27e-03  5.18e-03  1.20e-03  7.29e-04  9.57e-04  3.61e-03  1.94e-03  7.53e-04  1.79e-04
2019 07 08  1500   58672  54000  7.78e-01  5.28e-02  7.27e-03  5.35e-03  1.94e-03  3.51e-04  1.31e-03  5.06e-03  1.90e-03  7.72e-04  1.50e-04
2019 07 08  1505   58672  54300  1.05e+00  1.05e-02  7.27e-03  1.02e-02  1.20e-03  8.56e-04  1.27e-03  3.57e-03  1.67e-03  1.07e-03  1.93e-04
2019 07 08  1510   58672  54600  1.01e+00  2.13e-02  7.27e-03  9.50e-03  1.20e-03  2.65e-04  1.19e-03  3.34e-03  1.72e-03  1.02e-03  1.81e-04
2019 07 08  1515   58672  54900  1.09e+00  1.05e-02  7.45e-02  1.87e-02  1.20e-03  2.65e-04  1.09e-03  3.34e-03  1.99e-03  1.05e-03  1.48e-04
2019 07 08  1520   58672  55200  1.02e+00  2.13e-02  7.27e-03  1.15e-02  1.20e-03  2.65e-04  1.19e-03  3.70e-03  1.63e-03  1.11e-03  1.69e-04
2019 07 08  1525   58672  55500  9.99e-01  1.05e-02  7.27e-03  8.16e-03  1.20e-03  1.17e-03  1.27e-03  3.25e-03  1.72e-03  9.41e-04  1.66e-04
2019 07 08  1530   58672  55800  8.38e-01  1.05e-02  7.27e-03  8.54e-03  2.03e-03  6.98e-04  1.37e-03  3.61e-03  1.81e-03  8.66e-04  1.69e-04
2019 07 08  1535   58672  56100  1.27e+00  6.47e-02  7.27e-03  7.50e-03  3.85e-03  5.72e-04  1.30e-03  3.07e-03  1.36e-03  8.66e-04  1.66e-04
2019 07 08  1540   58672  56400  1.22e+00  3.34e-02  7.27e-03  2.95e-03  3.13e-03  2.65e-04  1.19e-03  3.66e-03  1.54e-03  8.85e-04  1.62e-04
2019 07 08  1545   58672  56700  1.20e+00  6.94e-02  3.65e-02  1.36e-02  1.20e-03  5.09e-04  7.19e-04  3.39e-03  2.44e-03  8.85e-04  1.38e-04
2019 07 08  1550   58672  57000  1.16e+00  1.05e-02  7.27e-03  7.26e-03  1.20e-03  3.83e-04  1.24e-03  3.12e-03  2.30e-03  8.47e-04  1.50e-04
2019 07 08  1555   58672  57300  1.01e+00  1.05e-02  7.27e-03  8.21e-03  1.20e-03  2.65e-04  1.45e-03  4.20e-03  1.63e-03  1.17e-03  1.62e-04
2019 07 08  1600   58672  57600  1.20e+00  1.05e-02  7.27e-03  7.71e-03  1.20e-03  1.08e-03  9.93e-04  3.75e-03  1.72e-03  7.72e-04  1.54e-04
2019 07 08  1605   58672  57900  1.42e+00  1.86e-02  7.27e-03  1.76e-02  3.52e-03  4.46e-04  9.73e-04  2.98e-03  1.72e-03  6.78e-04  1.66e-04
2019 07 08  1610   58672  58200  1.43e+00  1.05e-02  8.39e-02  1.28e-02  1.20e-03  2.65e-04  1.09e-03  4.20e-03  1.72e-03  9.60e-04  1.91e-04
2019 07 08  1615   58672  58500  1.48e+00  1.05e-02  7.27e-03  1.30e-03  5.75e-03  5.09e-04  1.31e-03  3.61e-03  1.76e-03  1.19e-03  1.69e-04
2019 07 08  1620   58672  58800  1.39e+00  3.27e-02  7.27e-03  6.43e-03  1.20e-03  7.61e-04  1.31e-03  3.16e-03  1.40e-03  8.85e-04  1.60e-04
2019 07 08  1625   58672  59100  1.34e+00  1.05e-02  2.70e-02  1.65e-03  1.20e-03  5.40e-04  1.16e-03  3.43e-03  2.12e-03  9.60e-04  1.60e-04
2019 07 08  1630   58672  59400  1.55e+00  1.05e-02  7.27e-03  1.27e-02  1.20e-03  2.88e-04  1.40e-03  4.79e-03  1.67e-03  8.47e-04  1.93e-04
2019 07 08  1635   58672  59700  2.12e+00  1.05e-02  4.59e-02  1.76e-02  1.20e-03  4.77e-04  1.23e-03  3.57e-03  1.76e-03  1.20e-03  1.58e-04
2019 07 08  1640   58672  60000  1.56e+00  9.34e-02  7.27e-03  1.14e-02  1.20e-03  6.03e-04  8.30e-04  3.39e-03  1.40e-03  9.41e-04  1.54e-04
2019 07 08  1645   58672  60300  1.82e+00  1.05e-02  5.58e-02  6.90e-03  1.20e-03  2.65e-04  1.23e-03  4.07e-03  1.90e-03  7.72e-04  1.60e-04
2019 07 08  1650   58672  60600  1.63e+00  3.58e-02  1.81e-02  1.30e-03  2.74e-03  2.65e-04  1.06e-03  4.29e-03  1.26e-03  1.15e-03  1.75e-04
2019 07 08  1655   58672  60900  1.81e+00  1.05e-02  7.27e-03  3.52e-03  1.20e-03  8.87e-04  1.32e-03  4.83e-03  1.99e-03  1.05e-03  1.71e-04
2019 07 08  1700   58672  61200  1.84e+00  1.05e-02  7.27e-03  6.24e-03  1.36e-03  2.65e-04  1.28e-03  3.61e-03  1.81e-03  8.28e-04  2.01e-04
2019 07 08  1705   58672  61500  1.93e+00  1.05e-02  7.27e-03  1.28e-02  1.20e-03  2.65e-04  8.96e-04  3.88e-03  2.08e-03  1.04e-03  1.69e-04
2019 07 08  1710   58672  61800  1.68e+00  2.13e-02  7.27e-03  2.93e-03  1.20e-03  2.65e-04  1.26e-03  3.25e-03  1.99e-03  1.05e-03  1.85e-04
2019 07 08  1715   58672  62100  2.05e+00  1.05e-02  7.27e-03  9.06e-03  1.20e-03  1.47e-03  1.29e-03  3.52e-03  2.35e-03  1.11e-03  1.75e-04
2019 07 08  1720   58672  62400  2.11e+00  1.05e-02  7.27e-03  1.08e-02  1.75e-03  2.65e-04  1.50e-03  3.66e-03  1.54e-03  1.07e-03  1.64e-04
2019 07 08  1725   58672  62700  2.43e+00  2.50e-02  3.80e-02  5.58e-03  2.54e-03  2.65e-04  1.15e-03  3.48e-03  2.53e-03  1.04e-03  1.62e-04
2019 07 08  1730   58672  63000  1.49e+00  1.98e-02  1.59e-02  1.16e-02  1.20e-03  1.22e-03  1.32e-03  3.84e-03  1.58e-03  8.47e-04  1.68e-04
2019 07 08  1735   58672  63300  1.88e+00  3.32e-02  7.27e-03  3.24e-03  1.20e-03  4.14e-04  8.40e-04  4.11e-03  1.54e-03  7.90e-04  1.77e-04
2019 07 08  1740   58672  63600  2.30e+00  4.54e-02  7.27e-03  7.43e-03  1.20e-03  3.04e-04  1.53e-03  3.34e-03  1.76e-03  9.79e-04  1.81e-04
2019 07 08  1745   58672  63900  1.93e+00  1.05e-02  7.27e-03  6.90e-03  3.52e-03  2.65e-04  9.62e-04  3.93e-03  2.71e-03  1.05e-03  1.66e-04
2019 07 08  1750   58672  64200  2.10e+00  1.05e-02  8.88e-03  2.95e-03  1.20e-03  2.65e-04  1.02e-03  4.56e-03  1.90e-03  1.04e-03  1.89e-04
2019 07 08  1755   58672  64500  1.76e+00  1.05e-02  7.27e-03  8.71e-03  1.20e-03  3.20e-04  1.26e-03  3.12e-03  2.12e-03  1.02e-03  1.69e-04
2019 07 08  1800   58672  64800  1.57e+00  1.05e-02  7.27e-03  3.61e-03  1.20e-03  2.65e-04  1.33e-03  4.02e-03  2.03e-03  1.15e-03  1.97e-04
2019 07 08  1805   58672  65100  1.73e+00  4.48e-02  1.71e-02  5.63e-03  1.20e-03  8.24e-04  1.57e-03  3.88e-03  1.49e-03  9.41e-04  1.64e-04
2019 07 08  1810   58672  65400  1.72e+00  1.05e-02  7.27e-03  4.93e-03  1.20e-03  2.65e-04  1.22e-03  3.88e-03  1.90e-03  1.04e-03  1.87e-04
2019 07 08  1815   58672  65700  1.68e+00  2.13e-02  2.50e-02  1.02e-02  3.13e-03  2.65e-04  1.62e-03  3.75e-03  2.44e-03  1.11e-03  1.69e-04
2019 07 08  1820   58672  66000  1.28e+00  1.05e-02  7.27e-03  5.58e-03  1.20e-03  2.65e-04  1.40e-03  4.52e-03  2.03e-03  8.85e-04  1.46e-04
2019 07 08  1825   58672  66300  1.35e+00  1.05e-02  7.27e-03  1.28e-02  1.20e-03  2.65e-04  1.15e-03  3.75e-03  1.76e-03  8.47e-04  1.77e-04
2019 07 08  1830   58672  66600  1.31e+00  1.05e-02  7.27e-03  6.90e-03  1.20e-03  2.65e-04  1.01e-03  3.93e-03  2.17e-03  8.09e-04  1.64e-04
2019 07 08  1835   58672  66900  1.45e+00  6.93e-02  2.70e-02  9.54e-03  1.20e-03  5.40e-04  1.15e-03  3.70e-03  2.08e-03  8.66e-04  2.10e-04
2019 07 08  1840   58672  67200  1.60e+00  1.05e-02  7.27e-03  1.30e-03  1.20e-03  6.03e-04  1.28e-03  2.98e-03  2.03e-03  1.09e-03  1.81e-04
2019 07 08  1845   58672  67500  1.43e+00  2.13e-02  7.27e-03  1.21e-02  1.20e-03  2.65e-04  1.27e-03  2.94e-03  1.72e-03  1.04e-03  2.18e-04
2019 07 08  1850   58672  67800  1.62e+00  2.03e-02  7.27e-03  7.85e-03  1.20e-03  1.01e-03  1.26e-03  4.20e-03  1.76e-03  9.41e-04  1.69e-04
2019 07 08  1855   58672  68100  1.31e+00  3.22e-02  7.27e-03  1.27e-02  1.20e-03  1.20e-03  7.29e-04  4.43e-03  1.81e-03  9.60e-04  1.66e-04
2019 07 08  1900   58672  68400  1.34e+00  2.13e-02  7.27e-03  6.90e-03  1.20e-03  2.65e-04  1.18e-03  3.48e-03  2.03e-03  9.79e-04  1.38e-04
2019 07 08  1905   58672  68700  1.09e+00  1.05e-02  7.27e-03  5.70e-03  1.20e-03  7.92e-04  9.93e-04  3.70e-03  1.99e-03  8.47e-04  1.97e-04
2019 07 08  1910   58672  69000  8.21e-01  6.96e-02  7.27e-03  2.86e-03  1.20e-03  2.88e-04  1.33e-03  3.39e-03  2.08e-03  9.03e-04  1.91e-04
2019 07 08  1915   58672  69300  1.18e+00  3.34e-02  1.83e-02  6.90e-03  1.20e-03  2.65e-04  9.62e-04  3.66e-03  1.63e-03  1.05e-03  1.97e-04
2019 07 08  1920   58672  69600  6.66e-01  4.50e-02  3.62e-02  8.67e-03  1.20e-03  6.35e-04  1.08e-03  3.57e-03  2.08e-03  1.11e-03  1.66e-04
2019 07 08  1925   58672  69900  1.87e-01  1.05e-02  7.27e-03  4.27e-03  1.20e-03  2.65e-04  1.02e-03  3.57e-03  2.08e-03  9.79e-04  1.79e-04
2019 07 08  1930   58672  70200  6.18e-01  1.30e-01  7.27e-03  9.53e-03  1.20e-03  2.65e-04  1.00e-03  3.93e-03  1.72e-03  1.04e-03  1.64e-04
2019 07 08  1935   58672  70500  3.38e-01  1.05e-02  7.27e-03  7.53e-03  1.20e-03  8.56e-04  9.98e-04  4.43e-03  1.81e-03  7.90e-04  1.32e-04
2019 07 08  1940   58672  70800  3.92e-01  1.05e-02  7.27e-03  8.57e-03  1.20e-03  3.83e-04  1.24e-03  4.02e-03  1.67e-03  9.97e-04  1.87e-04
2019 07 08  1945   58672  71100  3.49e-01  1.05e-02  8.88e-03  4.93e-03  1.20e-03  2.65e-04  1.30e-03  4.20e-03  1.76e-03  1.05e-03  1.99e-04
2019 07 08  1950   58672  71400  5.79e-01  1.05e-02  7.27e-03  6.08e-03  1.20e-03  3.20e-04  8.46e-04  3.34e-03  1.31e-03  7.15e-04  1.81e-04
2019 07 08  1955   58672  71700  3.32e-01  1.05e-02  4.51e-02  1.48e-02  2.91e-03  2.65e-04  1.33e-03  3.57e-03  1.94e-03  1.17e-03  1.52e-04
2019 07 08  2000   58672  72000  2.41e-01  9.30e-02  7.32e-02  6.74e-03  1.20e-03  9.19e-04  1.24e-03  3.25e-03  1.90e-03  1.05e-03  1.62e-04
2019 07 08  2005   58672  72300  4.29e-01  1.05e-02  8.88e-03  1.64e-03  1.20e-03  2.65e-04  9.78e-04  2.85e-03  1.90e-03  8.28e-04  1.48e-04
2019 07 08  2010   58672  72600  4.61e-01  9.39e-02  7.27e-03  3.61e-03  1.20e-03  2.65e-04  1.34e-03  3.79e-03  2.44e-03  8.47e-04  1.79e-04
2019 07 08  2015   58672  72900  4.61e-01  1.05e-02  7.27e-03  1.09e-02  1.20e-03  8.24e-04  1.02e-03  4.83e-03  2.03e-03  9.97e-04  1.64e-04
2019 07 08  2020   58672  73200  4.50e-01  1.05e-02  7.27e-03  6.84e-03  1.20e-03  5.72e-04  1.38e-03  3.16e-03  2.08e-03  7.15e-04  1.71e-04
2019 07 08  2025   58672  73500  3.40e-01  1.05e-02  7.27e-03  1.30e-03  1.20e-03  2.65e-04  1.20e-03  3.88e-03  1.45e-03  8.09e-04  1.85e-04
2019 07 08  2030   58672  73800  4.61e-01  1.05e-02  7.27e-03  8.81e-03  1.20e-03  5.72e-04  1.37e-03  3.39e-03  1.26e-03  9.03e-04  1.56e-04
2019 07 08  2035   58672  74100  3.68e-01  6.96e-02  7.27e-03  1.07e-02  1.20e-03  3.20e-04  1.08e-03  3.43e-03  1.67e-03  1.04e-03  1.25e-04
2019 07 08  2040   58672  74400  4.61e-01  2.06e-02  7.27e-03  7.74e-03  1.20e-03  7.61e-04  1.10e-03  3.07e-03  1.76e-03  9.22e-04  1.62e-04
2019 07 08  2045   58672  74700  3.08e-01  1.05e-02  7.27e-03  4.28e-03  1.20e-03  5.40e-04  1.36e-03  4.29e-03  1.99e-03  9.60e-04  1.69e-04
2019 07 08  2050   58672  75000  3.06e-01  1.05e-02  7.27e-03  3.61e-03  1.20e-03  2.65e-04  1.10e-03  3.52e-03  1.94e-03  8.85e-04  1.75e-04
2019 07 08  2055   58672  75300  3.75e-01  1.05e-02  7.27e-03  7.91e-03  1.20e-03  3.83e-04  1.40e-03  3.70e-03  1.72e-03  1.07e-03  1.44e-04
2019 07 08  2100   58672  75600  6.57e-01  1.05e-02  7.27e-03  4.93e-03  1.20e-03  2.65e-04  1.23e-03  3.75e-03  1.45e-03  9.79e-04  1.62e-04
2019 07 08  2105   58672  75900  6.51e-01  1.05e-02  7.27e-03  1.28e-02  1.20e-03  2.65e-04  8.20e-04  3.52e-03  1.63e-03  8.85e-04  1.87e-04
2019 07 08  2110   58672  76200  5.42e-01  1.05e-02  7.27e-03  9.53e-03  1.36e-03  2.65e-04  1.06e-03  3.88e-03  1.72e-03  9.79e-04  1.62e-04
2019 07 08  2115   58672  76500  4.89e-01  1.05e-02  7.27e-03  2.95e-03  1.95e-03  2.65e-04  9.52e-04  2.98e-03  1.17e-03  7.90e-04  1.48e-04
2019 07 08  2120   58672  76800  3.66e-01  1.05e-02  3.70e-02  1.48e-02  1.20e-03  2.65e-04  1.12e-03  2.53e-03  2.35e-03  1.02e-03  1.50e-04
2019 07 08  2125   58672  77100  5.56e-01  1.05e-02  7.27e-03  5.46e-03  1.20e-03  6.03e-04  1.49e-03  4.02e-03  1.76e-03  9.22e-04  1.46e-04
2019 07 08  2130   58672  77400  5.07e-01  1.05e-02  7.27e-03  2.30e-03  2.34e-03  2.65e-04  1.05e-03  3.48e-03  1.76e-03  4.52e-04  1.97e-04
2019 07 08  2135   58672  77700  4.13e-01  1.05e-02  1.83e-02  1.30e-03  1.20e-03  2.65e-04  1.23e-03  3.39e-03  1.81e-03  9.97e-04  1.97e-04
2019 07 08  2140   58672  78000  1.60e+00  1.05e-02  8.88e-03  1.15e-02  1.20e-03  2.65e-04  1.10e-03  3.57e-03  1.76e-03  1.41e-03  1.58e-04
2019 07 08  2145   58672  78300  7.86e-01  5.76e-02  7.27e-03  1.08e-02  1.20e-03  2.65e-04  1.39e-03  4.07e-03  1.63e-03  9.97e-04  1.38e-04
2019 07 08  2150   58672  78600  7.05e-01  1.05e-02  7.27e-03  4.18e-03  1.20e-03  2.88e-04  1.32e-03  3.79e-03  2.30e-03  9.22e-04  1.68e-04
2019 07 08  2155   58672  78900  1.46e+00  2.05e-02  7.27e-03  1.30e-03  1.20e-03  8.56e-04  8.91e-04  3.57e-03  1.49e-03  7.53e-04  1.42e-04
2019 07 08  2200   58672  79200  1.73e+00  1.05e-02  7.27e-03  2.95e-03  2.93e-03  2.65e-04  7.95e-04  3.48e-03  2.12e-03  8.85e-04  1.87e-04
2019 07 08  2205   58672  79500  5.85e-01  1.05e-02  7.27e-03  8.21e-03  1.75e-03  2.65e-04  1.46e-03  4.25e-03  1.94e-03  1.04e-03  1.87e-04
2019 07 08  2210   58672  79800  1.18e+00  1.05e-02  8.24e-03  1.02e-02  4.31e-03  2.65e-04  1.18e-03  3.39e-03  1.58e-03  9.41e-04  1.60e-04
2019 07 08  2215   58672  80100  7.78e-01  2.13e-02  7.27e-03  1.30e-03  1.20e-03  2.65e-04  1.11e-03  3.30e-03  1.94e-03  6.59e-04  1.54e-04
2019 07 08  2220   58672  80400  6.38e-01  1.05e-02  7.27e-03  6.24e-03  1.20e-03  2.65e-04  1.00e-03  3.43e-03  1.54e-03  8.47e-04  1.75e-04
2019 07 08  2225   58672  80700  5.19e-01  1.05e-02  7.27e-03  6.24e-03  1.20e-03  2.65e-04  7.19e-04  3.39e-03  1.85e-03  6.78e-04  1.54e-04
2019 07 08  2230   58672  81000  2.24e+00  1.05e-02  8.47e-03  1.11e-02  1.20e-03  4.46e-04  1.26e-03  4.02e-03  2.26e-03  7.72e-04  1.75e-04
2019 07 08  2235   58672  81300  1.40e+00  1.05e-02  7.27e-03  6.90e-03  3.33e-03  2.65e-04  6.93e-04  4.47e-03  2.53e-03  9.60e-04  1.54e-04
2019 07 08  2240   58672  81600  1.29e+00  1.05e-02  3.70e-02  8.87e-03  1.20e-03  2.65e-04  1.02e-03  3.52e-03  1.36e-03  6.40e-04  1.62e-04
2019 07 08  2245   58672  81900  2.18e+00  1.05e-02  7.27e-03  1.64e-03  1.20e-03  2.65e-04  8.91e-04  3.52e-03  2.03e-03  1.02e-03  1.87e-04
2019 07 08  2250   58672  82200  2.44e+00  2.53e-02  7.27e-03  5.46e-03  2.42e-03  6.03e-04  1.21e-03  3.03e-03  1.67e-03  8.85e-04  1.87e-04
2019 07 08  2255   58672  82500  4.13e+00  1.05e-02  7.27e-03  1.64e-03  1.20e-03  2.65e-04  1.25e-03  3.34e-03  2.35e-03  1.09e-03  1.42e-04
2019 07 08  2300   58672  82800  2.88e+00  1.05e-02  7.27e-03  7.77e-03  1.55e-03  4.46e-04  7.59e-04  3.34e-03  1.85e-03  6.78e-04  1.71e-04
