#:Data_list: 20150530_Gp_pchan_5m.txt
#:Created: 2015 May 31 0011 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: P1 = Protons from 0.7 -   4 MeV units #/cm2-s-sr-MeV
# Label: P2 = Protons from   4 -   9 MeV units #/cm2-s-sr-MeV
# Label: P3 = Protons from   9 -  15 MeV units #/cm2-s-sr-MeV
# Label: P4 = Protons from  15 -  40 MeV units #/cm2-s-sr-MeV
# Label: P5 = Protons from  38 -  82 MeV units #/cm2-s-sr-MeV
# Label: P6 = Protons from  84 - 200 MeV units #/cm2-s-sr-MeV
# Label: P7 = Protons from 110 - 900 MeV units #/cm2-s-sr-MeV
# Label: P8 = Protons from 350 - 420 MeV units #/cm2-s-sr-MeV
# Label: P9 = Protons from 420 - 510 MeV units #/cm2-s-sr-MeV
# Label: P10= Protons from 510 - 700 MeV units #/cm2-s-sr-MeV
# Label: P11= Protons from      >700 MeV units #/cm2-s-sr-MeV
# Source: GOES-13
# Location: W075
# Missing data: -1.00e+05
#
#                                        5-minute  GOES-13 Energetic Proton Flux Channels
#
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day      P1        P2        P3        P4        P5        P6        P7        P8        P9       P10       P11
#---------------------------------------------------------------------------------------------------------------------------------------------
2015 05 30  1115   57172  40500  3.88e-01  3.63e-02  3.75e-02  1.38e-02  1.10e-02  4.00e-03  1.89e-03  9.94e-04  8.13e-04  2.63e-04  8.96e-05
2015 05 30  1120   57172  40800  3.84e-01  6.05e-02  1.88e-02  1.51e-02  1.61e-02  4.27e-03  2.00e-03  9.94e-04  9.94e-04  3.39e-04  9.94e-05
2015 05 30  1125   57172  41100  2.67e-01  1.21e-01  9.38e-03  1.84e-02  1.26e-02  4.30e-03  1.88e-03  1.26e-03  9.94e-04  2.45e-04  8.18e-05
2015 05 30  1130   57172  41400  4.55e-01  6.05e-02  1.88e-02  1.58e-02  1.20e-02  3.59e-03  2.03e-03  1.81e-03  1.31e-03  3.01e-04  1.03e-04
2015 05 30  1135   57172  41700  4.94e-01  0.00e+00  3.75e-02  1.38e-02  1.49e-02  3.93e-03  1.98e-03  1.99e-03  9.94e-04  3.39e-04  1.36e-04
2015 05 30  1140   57172  42000  3.73e-01  1.09e-01  4.69e-02  1.51e-02  1.26e-02  4.57e-03  1.62e-03  1.49e-03  1.13e-03  2.07e-04  1.15e-04
2015 05 30  1145   57172  42300  4.20e-01  4.84e-02  2.81e-02  1.45e-02  1.14e-02  4.10e-03  1.70e-03  1.13e-03  1.22e-03  2.63e-04  1.09e-04
2015 05 30  1150   57172  42600  3.97e-01  8.47e-02  0.00e+00  1.64e-02  1.34e-02  4.34e-03  1.86e-03  1.81e-03  9.03e-04  4.14e-04  1.05e-04
2015 05 30  1155   57172  42900  4.33e-01  3.63e-02  2.81e-02  1.45e-02  1.24e-02  4.17e-03  1.98e-03  1.63e-03  1.04e-03  3.95e-04  1.29e-04
2015 05 30  1200   57172  43200  5.50e-01  8.47e-02  1.88e-02  1.64e-02  1.36e-02  3.96e-03  1.99e-03  1.81e-03  1.22e-03  4.52e-04  9.35e-05
2015 05 30  1205   57172  43500  4.29e-01  1.45e-01  2.81e-02  2.17e-02  1.28e-02  3.66e-03  1.61e-03  1.58e-03  9.03e-04  3.20e-04  1.34e-04
2015 05 30  1210   57172  43800  5.05e-01  2.42e-02  3.75e-02  1.64e-02  1.38e-02  4.10e-03  1.68e-03  1.45e-03  8.58e-04  4.70e-04  1.25e-04
2015 05 30  1215   57172  44100  7.18e-01  8.47e-02  2.81e-02  1.12e-02  1.24e-02  3.59e-03  2.04e-03  1.58e-03  1.17e-03  2.82e-04  1.13e-04
2015 05 30  1220   57172  44400  6.58e-01  4.84e-02  9.38e-03  1.38e-02  9.64e-03  4.44e-03  1.96e-03  1.22e-03  8.13e-04  3.20e-04  1.23e-04
2015 05 30  1225   57172  44700  5.65e-01  4.84e-02  2.81e-02  1.51e-02  1.02e-02  4.54e-03  1.87e-03  1.13e-03  1.13e-03  3.01e-04  1.09e-04
2015 05 30  1230   57172  45000  6.53e-01  9.68e-02  1.88e-02  1.45e-02  1.44e-02  4.71e-03  1.68e-03  1.81e-03  9.49e-04  2.07e-04  1.11e-04
2015 05 30  1235   57172  45300  8.60e-01  4.84e-02  1.88e-02  1.25e-02  1.02e-02  3.59e-03  1.62e-03  1.85e-03  6.32e-04  3.58e-04  1.01e-04
2015 05 30  1240   57172  45600  1.07e+00  2.42e-02  5.63e-02  1.51e-02  1.46e-02  4.20e-03  1.79e-03  1.36e-03  9.94e-04  4.33e-04  8.77e-05
2015 05 30  1245   57172  45900  1.12e+00  3.63e-02  2.81e-02  2.04e-02  1.04e-02  4.74e-03  1.69e-03  1.17e-03  8.58e-04  3.58e-04  1.01e-04
2015 05 30  1250   57172  46200  1.34e+00  8.47e-02  1.88e-02  2.10e-02  1.26e-02  3.90e-03  2.31e-03  9.94e-04  7.23e-04  4.52e-04  1.09e-04
2015 05 30  1255   57172  46500  1.75e+00  3.63e-02  2.81e-02  9.20e-03  1.00e-02  4.23e-03  2.12e-03  1.40e-03  1.26e-03  3.76e-04  1.32e-04
2015 05 30  1300   57172  46800  1.87e+00  1.21e-01  1.88e-02  1.71e-02  1.63e-02  4.37e-03  1.75e-03  1.94e-03  1.22e-03  4.70e-04  9.16e-05
2015 05 30  1305   57172  47100  1.98e+00  6.05e-02  1.88e-02  1.97e-02  1.18e-02  3.79e-03  1.75e-03  1.45e-03  6.78e-04  3.01e-04  1.03e-04
2015 05 30  1310   57172  47400  1.43e+00  6.05e-02  9.38e-03  1.64e-02  1.18e-02  3.86e-03  1.95e-03  1.31e-03  6.78e-04  3.39e-04  1.21e-04
2015 05 30  1315   57172  47700  1.60e+00  1.33e-01  9.38e-03  1.31e-02  1.06e-02  3.35e-03  2.08e-03  1.63e-03  1.26e-03  3.58e-04  9.94e-05
2015 05 30  1320   57172  48000  1.68e+00  4.84e-02  2.81e-02  1.71e-02  1.61e-02  3.76e-03  1.54e-03  1.31e-03  9.49e-04  4.89e-04  1.05e-04
2015 05 30  1325   57172  48300  2.08e+00  9.68e-02  3.75e-02  1.51e-02  1.06e-02  4.54e-03  1.63e-03  1.58e-03  8.13e-04  2.07e-04  8.77e-05
2015 05 30  1330   57172  48600  2.02e+00  6.05e-02  2.81e-02  1.45e-02  8.46e-03  4.03e-03  1.85e-03  1.63e-03  6.78e-04  4.14e-04  1.31e-04
2015 05 30  1335   57172  48900  2.58e+00  9.68e-02  5.63e-02  1.31e-02  9.83e-03  3.25e-03  1.90e-03  1.31e-03  9.03e-04  2.26e-04  1.44e-04
2015 05 30  1340   57172  49200  2.81e+00  1.21e-02  1.88e-02  1.18e-02  1.48e-02  4.34e-03  1.73e-03  1.67e-03  7.23e-04  1.88e-04  1.38e-04
2015 05 30  1345   57172  49500  4.03e+00  8.47e-02  1.88e-02  1.25e-02  1.24e-02  4.23e-03  2.07e-03  1.22e-03  1.31e-03  3.20e-04  1.01e-04
2015 05 30  1350   57172  49800  3.69e+00  7.26e-02  4.69e-02  1.51e-02  1.18e-02  4.84e-03  1.73e-03  1.90e-03  8.13e-04  2.26e-04  1.09e-04
2015 05 30  1355   57172  50100  3.64e+00  1.09e-01  3.75e-02  1.45e-02  1.04e-02  3.66e-03  1.77e-03  1.13e-03  1.08e-03  3.39e-04  1.07e-04
2015 05 30  1400   57172  50400  3.62e+00  7.26e-02  0.00e+00  1.45e-02  1.10e-02  4.44e-03  1.95e-03  1.54e-03  6.78e-04  3.58e-04  1.21e-04
2015 05 30  1405   57172  50700  3.41e+00  8.47e-02  9.38e-03  2.04e-02  1.04e-02  3.86e-03  2.10e-03  1.63e-03  1.13e-03  3.39e-04  1.34e-04
2015 05 30  1410   57172  51000  4.42e+00  4.84e-02  1.88e-02  1.84e-02  1.22e-02  3.90e-03  1.86e-03  2.08e-03  1.08e-03  3.58e-04  9.74e-05
2015 05 30  1415   57172  51300  3.00e+00  6.05e-02  6.57e-02  2.30e-02  1.44e-02  3.62e-03  2.11e-03  8.13e-04  7.68e-04  3.20e-04  1.38e-04
2015 05 30  1420   57172  51600  3.23e+00  9.68e-02  6.57e-02  2.10e-02  1.30e-02  4.20e-03  1.88e-03  1.49e-03  8.13e-04  3.01e-04  1.50e-04
2015 05 30  1425   57172  51900  4.78e+00  4.84e-02  1.88e-02  1.77e-02  1.40e-02  3.96e-03  1.82e-03  1.49e-03  9.03e-04  3.39e-04  1.17e-04
2015 05 30  1430   57172  52200  7.26e+00  6.05e-02  1.88e-02  1.84e-02  1.02e-02  4.34e-03  1.96e-03  1.49e-03  9.03e-04  4.89e-04  1.19e-04
2015 05 30  1435   57172  52500  3.53e+00  7.26e-02  5.63e-02  2.23e-02  1.42e-02  4.37e-03  1.91e-03  1.58e-03  7.68e-04  2.82e-04  1.21e-04
2015 05 30  1440   57172  52800  7.37e+00  3.63e-02  0.00e+00  1.45e-02  1.18e-02  4.07e-03  1.64e-03  1.54e-03  8.58e-04  2.82e-04  9.74e-05
2015 05 30  1445   57172  53100  3.77e+00  6.05e-02  2.81e-02  1.84e-02  1.20e-02  3.69e-03  1.63e-03  1.45e-03  1.04e-03  3.01e-04  1.21e-04
2015 05 30  1450   57172  53400  4.41e+00  7.26e-02  4.69e-02  1.64e-02  1.24e-02  3.01e-03  2.34e-03  1.81e-03  1.26e-03  2.82e-04  1.25e-04
2015 05 30  1455   57172  53700  4.25e+00  7.26e-02  9.38e-03  2.17e-02  1.18e-02  3.69e-03  2.10e-03  1.08e-03  1.13e-03  2.45e-04  9.35e-05
2015 05 30  1500   57172  54000  4.33e+00  4.84e-02  2.81e-02  1.51e-02  1.06e-02  4.64e-03  2.17e-03  1.31e-03  8.13e-04  3.76e-04  1.31e-04
2015 05 30  1505   57172  54300  4.37e+00  1.09e-01  9.38e-03  1.38e-02  9.44e-03  4.13e-03  1.71e-03  1.40e-03  7.68e-04  4.33e-04  1.23e-04
2015 05 30  1510   57172  54600  3.67e+00  1.09e-01  5.63e-02  1.71e-02  1.18e-02  4.07e-03  1.95e-03  1.85e-03  9.49e-04  3.95e-04  1.34e-04
2015 05 30  1515   57172  54900  3.68e+00  8.47e-02  2.81e-02  1.58e-02  1.06e-02  3.96e-03  1.95e-03  1.31e-03  7.23e-04  2.45e-04  1.48e-04
2015 05 30  1520   57172  55200  4.29e+00  3.63e-02  1.88e-02  1.77e-02  1.14e-02  4.00e-03  2.17e-03  1.17e-03  8.13e-04  4.70e-04  1.42e-04
2015 05 30  1525   57172  55500  4.22e+00  8.47e-02  9.38e-03  1.12e-02  1.34e-02  4.54e-03  1.94e-03  1.40e-03  9.94e-04  3.95e-04  1.32e-04
2015 05 30  1530   57172  55800  3.18e+00  1.57e-01  2.81e-02  1.05e-02  1.30e-02  4.07e-03  1.78e-03  1.40e-03  6.32e-04  4.70e-04  1.01e-04
2015 05 30  1535   57172  56100  4.10e+00  1.21e-01  9.38e-03  2.10e-02  1.00e-02  4.03e-03  1.76e-03  1.36e-03  9.03e-04  2.45e-04  9.74e-05
2015 05 30  1540   57172  56400  4.66e+00  2.42e-02  2.81e-02  1.91e-02  1.20e-02  4.27e-03  1.81e-03  1.58e-03  9.94e-04  2.82e-04  8.77e-05
2015 05 30  1545   57172  56700  4.96e+00  1.57e-01  4.69e-02  1.31e-02  9.05e-03  4.17e-03  1.74e-03  1.67e-03  1.08e-03  3.20e-04  1.17e-04
2015 05 30  1550   57172  57000  4.02e+00  8.47e-02  9.38e-03  2.30e-02  1.26e-02  4.34e-03  1.87e-03  1.22e-03  8.13e-04  3.39e-04  1.38e-04
2015 05 30  1555   57172  57300  3.44e+00  9.68e-02  1.88e-02  1.71e-02  1.30e-02  4.30e-03  2.13e-03  2.21e-03  1.08e-03  1.69e-04  9.55e-05
2015 05 30  1600   57172  57600  4.01e+00  7.26e-02  3.75e-02  1.51e-02  1.24e-02  3.62e-03  1.98e-03  1.17e-03  7.68e-04  3.39e-04  1.21e-04
2015 05 30  1605   57172  57900  3.93e+00  0.00e+00  9.38e-03  1.12e-02  1.20e-02  5.05e-03  1.77e-03  1.08e-03  8.13e-04  2.45e-04  1.15e-04
2015 05 30  1610   57172  58200  4.27e+00  1.33e-01  4.69e-02  1.71e-02  1.59e-02  3.66e-03  1.86e-03  1.49e-03  7.23e-04  4.52e-04  1.05e-04
2015 05 30  1615   57172  58500  3.80e+00  1.33e-01  2.81e-02  1.18e-02  1.24e-02  4.40e-03  2.01e-03  1.31e-03  4.97e-04  3.58e-04  1.34e-04
2015 05 30  1620   57172  58800  4.14e+00  3.63e-02  4.69e-02  1.77e-02  8.06e-03  3.86e-03  1.95e-03  1.76e-03  9.03e-04  2.26e-04  1.03e-04
2015 05 30  1625   57172  59100  3.97e+00  7.26e-02  3.75e-02  1.45e-02  1.04e-02  3.83e-03  1.73e-03  2.08e-03  1.08e-03  4.33e-04  1.05e-04
2015 05 30  1630   57172  59400  3.61e+00  9.68e-02  4.69e-02  1.45e-02  1.22e-02  4.27e-03  1.80e-03  1.40e-03  1.13e-03  2.63e-04  8.96e-05
2015 05 30  1635   57172  59700  3.94e+00  8.47e-02  9.38e-03  9.20e-03  1.24e-02  4.20e-03  1.83e-03  1.36e-03  1.08e-03  3.95e-04  1.13e-04
2015 05 30  1640   57172  60000  3.56e+00  3.63e-02  5.63e-02  1.38e-02  1.16e-02  3.96e-03  2.05e-03  1.85e-03  6.78e-04  3.01e-04  1.32e-04
2015 05 30  1645   57172  60300  3.75e+00  1.21e-01  0.00e+00  1.77e-02  1.44e-02  3.39e-03  1.88e-03  1.49e-03  7.23e-04  4.70e-04  1.15e-04
2015 05 30  1650   57172  60600  4.71e+00  2.42e-02  9.38e-03  1.58e-02  1.57e-02  4.07e-03  1.67e-03  1.72e-03  3.16e-04  2.63e-04  9.16e-05
2015 05 30  1655   57172  60900  3.91e+00  1.09e-01  2.81e-02  1.05e-02  1.26e-02  4.34e-03  1.88e-03  2.30e-03  9.94e-04  3.20e-04  1.05e-04
2015 05 30  1700   57172  61200  4.47e+00  6.05e-02  1.88e-02  1.25e-02  1.26e-02  4.27e-03  1.88e-03  1.40e-03  7.68e-04  4.70e-04  1.15e-04
2015 05 30  1705   57172  61500  3.89e+00  8.47e-02  5.63e-02  1.12e-02  1.02e-02  4.27e-03  1.94e-03  1.13e-03  1.04e-03  3.58e-04  9.94e-05
2015 05 30  1710   57172  61800  3.76e+00  4.84e-02  2.81e-02  1.38e-02  9.64e-03  3.96e-03  1.80e-03  1.31e-03  1.13e-03  4.52e-04  1.27e-04
2015 05 30  1715   57172  62100  3.77e+00  9.68e-02  1.88e-02  1.77e-02  1.44e-02  4.54e-03  1.92e-03  1.22e-03  8.58e-04  2.63e-04  1.31e-04
2015 05 30  1720   57172  62400  4.05e+00  1.57e-01  4.69e-02  1.12e-02  1.57e-02  3.96e-03  1.83e-03  9.94e-04  7.68e-04  4.14e-04  1.01e-04
2015 05 30  1725   57172  62700  4.67e+00  6.05e-02  3.75e-02  1.45e-02  1.20e-02  4.07e-03  1.82e-03  1.36e-03  7.68e-04  3.01e-04  1.31e-04
2015 05 30  1730   57172  63000  4.19e+00  4.84e-02  9.38e-03  1.18e-02  1.20e-02  3.12e-03  2.03e-03  1.04e-03  1.45e-03  2.26e-04  1.31e-04
2015 05 30  1735   57172  63300  4.04e+00  4.84e-02  5.63e-02  9.86e-03  9.83e-03  3.90e-03  2.00e-03  1.45e-03  9.49e-04  2.63e-04  1.31e-04
2015 05 30  1740   57172  63600  3.62e+00  4.84e-02  0.00e+00  1.12e-02  1.22e-02  4.17e-03  1.91e-03  1.72e-03  7.23e-04  2.45e-04  9.94e-05
2015 05 30  1745   57172  63900  3.46e+00  6.05e-02  0.00e+00  1.97e-02  1.32e-02  4.44e-03  1.86e-03  1.45e-03  7.23e-04  5.46e-04  1.36e-04
2015 05 30  1750   57172  64200  3.62e+00  1.09e-01  2.81e-02  1.51e-02  9.24e-03  4.20e-03  1.80e-03  1.40e-03  9.94e-04  3.95e-04  1.03e-04
2015 05 30  1755   57172  64500  3.42e+00  6.05e-02  3.75e-02  1.51e-02  9.05e-03  3.90e-03  1.87e-03  1.22e-03  8.13e-04  4.33e-04  1.11e-04
2015 05 30  1800   57172  64800  2.49e+00  6.05e-02  0.00e+00  1.77e-02  1.32e-02  4.98e-03  1.90e-03  1.99e-03  9.49e-04  2.26e-04  8.57e-05
2015 05 30  1805   57172  65100  2.46e+00  1.09e-01  7.50e-02  1.05e-02  1.06e-02  4.54e-03  2.18e-03  1.22e-03  1.08e-03  4.33e-04  1.11e-04
2015 05 30  1810   57172  65400  2.97e+00  7.26e-02  8.44e-02  1.58e-02  1.02e-02  4.17e-03  1.83e-03  1.58e-03  7.68e-04  3.39e-04  1.05e-04
2015 05 30  1815   57172  65700  2.98e+00  6.05e-02  3.75e-02  1.51e-02  9.44e-03  3.62e-03  1.87e-03  1.72e-03  6.78e-04  3.76e-04  1.29e-04
2015 05 30  1820   57172  66000  2.89e+00  1.21e-01  3.75e-02  1.31e-02  1.08e-02  4.51e-03  1.98e-03  1.58e-03  9.03e-04  3.95e-04  9.94e-05
2015 05 30  1825   57172  66300  2.75e+00  8.47e-02  9.38e-03  1.58e-02  1.32e-02  4.07e-03  1.94e-03  1.45e-03  9.94e-04  5.65e-04  1.44e-04
2015 05 30  1830   57172  66600  3.17e+00  8.47e-02  2.81e-02  1.91e-02  1.00e-02  4.95e-03  1.81e-03  1.58e-03  5.87e-04  3.20e-04  9.16e-05
2015 05 30  1835   57172  66900  2.97e+00  7.26e-02  4.69e-02  1.45e-02  1.57e-02  4.13e-03  1.88e-03  1.58e-03  6.32e-04  3.58e-04  1.09e-04
2015 05 30  1840   57172  67200  2.69e+00  2.18e-01  2.81e-02  1.12e-02  1.38e-02  3.46e-03  1.84e-03  2.30e-03  1.26e-03  3.39e-04  1.38e-04
2015 05 30  1845   57172  67500  2.49e+00  4.84e-02  2.81e-02  1.45e-02  1.12e-02  4.30e-03  2.00e-03  1.99e-03  8.13e-04  2.07e-04  1.38e-04
2015 05 30  1850   57172  67800  2.55e+00  3.63e-02  9.38e-03  1.84e-02  1.61e-02  3.83e-03  1.99e-03  1.90e-03  9.03e-04  4.14e-04  1.21e-04
2015 05 30  1855   57172  68100  2.54e+00  1.21e-02  1.88e-02  1.51e-02  1.24e-02  4.03e-03  1.99e-03  1.40e-03  7.68e-04  4.52e-04  1.19e-04
2015 05 30  1900   57172  68400  2.80e+00  1.21e-01  2.81e-02  1.12e-02  1.28e-02  4.84e-03  1.85e-03  1.49e-03  1.04e-03  3.95e-04  1.46e-04
2015 05 30  1905   57172  68700  2.41e+00  9.68e-02  1.88e-02  1.05e-02  1.22e-02  3.79e-03  1.81e-03  1.45e-03  7.23e-04  3.76e-04  1.34e-04
2015 05 30  1910   57172  69000  2.37e+00  1.33e-01  3.75e-02  1.51e-02  1.36e-02  3.32e-03  1.82e-03  1.49e-03  5.42e-04  3.95e-04  8.38e-05
2015 05 30  1915   57172  69300  2.16e+00  4.84e-02  9.38e-03  1.58e-02  1.00e-02  4.30e-03  1.71e-03  1.81e-03  4.97e-04  2.26e-04  1.38e-04
2015 05 30  1920   57172  69600  2.19e+00  7.26e-02  3.75e-02  2.04e-02  1.10e-02  4.30e-03  1.67e-03  1.13e-03  7.23e-04  4.33e-04  1.31e-04
2015 05 30  1925   57172  69900  1.87e+00  6.05e-02  3.75e-02  1.25e-02  9.64e-03  4.00e-03  1.67e-03  1.72e-03  6.78e-04  2.63e-04  1.15e-04
2015 05 30  1930   57172  70200  1.85e+00  6.05e-02  1.88e-02  1.84e-02  1.16e-02  3.29e-03  1.85e-03  2.17e-03  6.78e-04  2.63e-04  1.21e-04
2015 05 30  1935   57172  70500  1.97e+00  6.05e-02  1.88e-02  8.54e-03  1.36e-02  3.93e-03  2.30e-03  1.72e-03  1.22e-03  4.52e-04  1.29e-04
2015 05 30  1940   57172  70800  1.59e+00  2.42e-02  2.81e-02  1.64e-02  9.83e-03  3.76e-03  1.63e-03  1.40e-03  1.49e-03  2.45e-04  1.23e-04
2015 05 30  1945   57172  71100  1.34e+00  4.84e-02  2.81e-02  1.77e-02  1.30e-02  4.30e-03  1.87e-03  1.72e-03  4.52e-04  3.76e-04  9.94e-05
2015 05 30  1950   57172  71400  1.09e+00  6.05e-02  5.63e-02  1.25e-02  8.46e-03  3.39e-03  1.90e-03  1.72e-03  8.13e-04  3.20e-04  1.27e-04
2015 05 30  1955   57172  71700  9.98e-01  1.33e-01  9.38e-03  1.71e-02  1.34e-02  4.13e-03  1.93e-03  1.54e-03  9.49e-04  1.51e-04  1.13e-04
2015 05 30  2000   57172  72000  1.31e+00  6.05e-02  4.69e-02  1.64e-02  1.18e-02  4.17e-03  1.99e-03  1.90e-03  8.58e-04  5.46e-04  1.09e-04
2015 05 30  2005   57172  72300  1.18e+00  2.42e-02  2.81e-02  1.45e-02  1.22e-02  4.44e-03  1.85e-03  1.94e-03  5.87e-04  2.63e-04  1.09e-04
2015 05 30  2010   57172  72600  1.30e+00  4.84e-02  0.00e+00  1.84e-02  1.30e-02  4.37e-03  1.86e-03  9.94e-04  1.04e-03  5.83e-04  1.15e-04
2015 05 30  2015   57172  72900  1.22e+00  6.05e-02  2.81e-02  1.45e-02  1.06e-02  3.83e-03  1.72e-03  1.58e-03  7.23e-04  1.51e-04  1.15e-04
2015 05 30  2020   57172  73200  1.05e+00  4.84e-02  2.81e-02  2.17e-02  1.12e-02  3.93e-03  1.95e-03  1.85e-03  2.26e-04  3.39e-04  1.66e-04
2015 05 30  2025   57172  73500  1.10e+00  9.68e-02  0.00e+00  1.64e-02  1.22e-02  3.52e-03  1.92e-03  1.22e-03  6.78e-04  2.82e-04  1.21e-04
2015 05 30  2030   57172  73800  9.64e-01  8.47e-02  9.38e-03  1.12e-02  1.38e-02  3.69e-03  1.80e-03  1.45e-03  6.32e-04  3.20e-04  1.21e-04
2015 05 30  2035   57172  74100  1.06e+00  8.47e-02  1.88e-02  1.91e-02  1.46e-02  4.00e-03  1.60e-03  1.63e-03  1.13e-03  2.82e-04  8.38e-05
2015 05 30  2040   57172  74400  1.10e+00  1.57e-01  1.88e-02  1.58e-02  1.30e-02  4.44e-03  1.91e-03  1.81e-03  8.58e-04  2.82e-04  1.31e-04
2015 05 30  2045   57172  74700  1.06e+00  8.47e-02  3.75e-02  9.86e-03  1.79e-02  4.00e-03  1.93e-03  1.45e-03  9.94e-04  3.95e-04  1.36e-04
2015 05 30  2050   57172  75000  1.08e+00  1.09e-01  1.88e-02  1.71e-02  1.22e-02  3.73e-03  1.89e-03  1.49e-03  9.03e-04  2.07e-04  1.62e-04
2015 05 30  2055   57172  75300  8.30e-01  2.42e-02  1.88e-02  1.38e-02  1.22e-02  3.32e-03  1.99e-03  1.63e-03  1.26e-03  3.39e-04  1.09e-04
2015 05 30  2100   57172  75600  8.50e-01  7.26e-02  4.69e-02  1.58e-02  1.57e-02  4.03e-03  2.06e-03  1.08e-03  1.04e-03  3.39e-04  1.15e-04
2015 05 30  2105   57172  75900  9.68e-01  2.42e-02  3.75e-02  7.88e-03  9.24e-03  3.46e-03  1.94e-03  1.04e-03  1.04e-03  2.63e-04  8.96e-05
2015 05 30  2110   57172  76200  8.41e-01  9.68e-02  3.75e-02  1.38e-02  1.38e-02  3.56e-03  1.95e-03  1.90e-03  1.22e-03  3.76e-04  1.52e-04
2015 05 30  2115   57172  76500  9.51e-01  6.05e-02  4.69e-02  1.77e-02  1.06e-02  4.23e-03  1.99e-03  1.54e-03  9.03e-04  3.01e-04  1.54e-04
2015 05 30  2120   57172  76800  9.70e-01  9.68e-02  1.88e-02  1.84e-02  1.40e-02  4.40e-03  2.01e-03  1.81e-03  5.87e-04  3.20e-04  1.05e-04
2015 05 30  2125   57172  77100  8.11e-01  7.26e-02  4.69e-02  1.64e-02  1.46e-02  3.90e-03  1.80e-03  1.63e-03  9.49e-04  1.88e-04  1.32e-04
2015 05 30  2130   57172  77400  8.84e-01  7.26e-02  2.81e-02  1.38e-02  1.18e-02  3.42e-03  1.71e-03  1.31e-03  8.13e-04  3.39e-04  1.15e-04
2015 05 30  2135   57172  77700  8.34e-01  4.84e-02  3.75e-02  1.64e-02  9.44e-03  4.44e-03  1.82e-03  1.17e-03  7.23e-04  4.33e-04  1.38e-04
2015 05 30  2140   57172  78000  7.46e-01  1.09e-01  9.38e-03  1.38e-02  1.22e-02  4.51e-03  1.87e-03  1.45e-03  7.23e-04  2.26e-04  1.13e-04
2015 05 30  2145   57172  78300  7.81e-01  9.68e-02  2.81e-02  1.71e-02  1.14e-02  3.90e-03  2.04e-03  1.63e-03  9.49e-04  3.20e-04  1.29e-04
2015 05 30  2150   57172  78600  6.45e-01  3.63e-02  9.38e-03  1.84e-02  1.00e-02  4.84e-03  2.04e-03  1.49e-03  7.68e-04  2.82e-04  1.40e-04
2015 05 30  2155   57172  78900  6.73e-01  7.26e-02  2.81e-02  1.31e-02  9.83e-03  4.47e-03  1.84e-03  1.63e-03  8.58e-04  3.20e-04  1.17e-04
2015 05 30  2200   57172  79200  8.32e-01  6.05e-02  4.69e-02  1.64e-02  1.00e-02  4.23e-03  1.99e-03  1.49e-03  1.13e-03  1.88e-04  1.11e-04
2015 05 30  2205   57172  79500  7.22e-01  4.84e-02  1.88e-02  1.12e-02  1.34e-02  3.90e-03  1.68e-03  1.58e-03  8.13e-04  3.76e-04  1.17e-04
2015 05 30  2210   57172  79800  9.19e-01  3.63e-02  1.88e-02  1.64e-02  1.02e-02  4.44e-03  2.07e-03  1.58e-03  8.13e-04  3.20e-04  1.42e-04
2015 05 30  2215   57172  80100  6.21e-01  8.47e-02  3.75e-02  1.71e-02  1.18e-02  3.56e-03  1.97e-03  1.58e-03  8.13e-04  3.95e-04  1.25e-04
2015 05 30  2220   57172  80400  8.09e-01  6.05e-02  5.63e-02  9.86e-03  1.40e-02  4.44e-03  2.04e-03  1.58e-03  4.07e-04  3.01e-04  1.01e-04
2015 05 30  2225   57172  80700  6.10e-01  9.68e-02  5.63e-02  1.71e-02  1.46e-02  3.46e-03  1.67e-03  1.49e-03  9.49e-04  3.76e-04  1.15e-04
2015 05 30  2230   57172  81000  7.05e-01  1.21e-01  9.38e-03  9.86e-03  1.16e-02  3.93e-03  1.94e-03  1.08e-03  1.26e-03  4.14e-04  1.05e-04
2015 05 30  2235   57172  81300  4.36e-01  6.05e-02  1.88e-02  1.25e-02  1.22e-02  3.90e-03  1.54e-03  1.58e-03  5.42e-04  3.39e-04  9.94e-05
2015 05 30  2240   57172  81600  5.39e-01  4.84e-02  3.75e-02  1.91e-02  1.12e-02  4.00e-03  1.94e-03  1.31e-03  7.23e-04  3.20e-04  1.62e-04
2015 05 30  2245   57172  81900  3.84e-01  1.21e-02  8.44e-02  1.25e-02  1.18e-02  3.90e-03  1.90e-03  1.85e-03  8.58e-04  4.52e-04  1.40e-04
2015 05 30  2250   57172  82200  4.83e-01  8.47e-02  9.38e-03  1.84e-02  1.40e-02  4.40e-03  1.68e-03  1.58e-03  1.26e-03  3.76e-04  1.29e-04
2015 05 30  2255   57172  82500  1.94e-01  6.05e-02  6.57e-02  1.97e-02  1.40e-02  4.74e-03  1.86e-03  1.85e-03  9.94e-04  3.76e-04  1.36e-04
2015 05 30  2300   57172  82800  4.12e-01  9.68e-02  2.81e-02  1.77e-02  1.10e-02  3.62e-03  1.95e-03  1.54e-03  1.08e-03  3.95e-04  1.19e-04
