#:Data_list: 20190701_Gp_pchan_5m.txt
#:Created: 2019 Jul 02 0011 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: P1 = Protons from 0.7 -   4 MeV units #/cm2-s-sr-MeV
# Label: P2 = Protons from   4 -   9 MeV units #/cm2-s-sr-MeV
# Label: P3 = Protons from   9 -  15 MeV units #/cm2-s-sr-MeV
# Label: P4 = Protons from  15 -  40 MeV units #/cm2-s-sr-MeV
# Label: P5 = Protons from  38 -  82 MeV units #/cm2-s-sr-MeV
# Label: P6 = Protons from  84 - 200 MeV units #/cm2-s-sr-MeV
# Label: P7 = Protons from 110 - 900 MeV units #/cm2-s-sr-MeV
# Label: P8 = Protons from 350 - 420 MeV units #/cm2-s-sr-MeV
# Label: P9 = Protons from 420 - 510 MeV units #/cm2-s-sr-MeV
# Label: P10= Protons from 510 - 700 MeV units #/cm2-s-sr-MeV
# Label: P11= Protons from      >700 MeV units #/cm2-s-sr-MeV
# Source: GOES-15
# Location: W128
# Missing data: -1.00e+05
#
#                                        5-minute  GOES-15 Energetic Proton Flux Channels
#
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day      P1        P2        P3        P4        P5        P6        P7        P8        P9       P10       P11
#---------------------------------------------------------------------------------------------------------------------------------------------
2019 07 01  1115   58665  40500  2.22e-01  1.09e-01  6.57e-02  1.45e-02  1.89e-02  5.76e-03  3.08e-03  3.30e-03  1.40e-03  8.66e-04  2.10e-04
2019 07 01  1120   58665  40800  2.98e-01  1.09e-01  5.63e-02  2.10e-02  1.73e-02  5.59e-03  3.41e-03  3.30e-03  1.26e-03  4.14e-04  2.38e-04
2019 07 01  1125   58665  41100  3.82e-01  1.21e-01  3.75e-02  1.38e-02  2.05e-02  5.89e-03  3.20e-03  3.57e-03  1.22e-03  5.83e-04  2.57e-04
2019 07 01  1130   58665  41400  4.01e-01  9.68e-02  6.57e-02  2.76e-02  1.55e-02  6.20e-03  2.99e-03  3.93e-03  1.81e-03  5.83e-04  2.12e-04
2019 07 01  1135   58665  41700  2.61e-01  1.21e-01  6.57e-02  2.04e-02  2.01e-02  5.28e-03  3.16e-03  3.34e-03  1.72e-03  6.02e-04  2.22e-04
2019 07 01  1140   58665  42000  3.88e-01  2.42e-02  5.63e-02  2.10e-02  1.71e-02  5.93e-03  3.11e-03  3.52e-03  1.58e-03  8.85e-04  2.38e-04
2019 07 01  1145   58665  42300  2.78e-01  1.33e-01  4.69e-02  2.83e-02  1.79e-02  6.23e-03  2.92e-03  2.85e-03  1.13e-03  6.40e-04  2.38e-04
2019 07 01  1150   58665  42600  1.94e-01  7.26e-02  3.75e-02  2.43e-02  2.03e-02  5.62e-03  3.36e-03  2.98e-03  1.49e-03  6.59e-04  2.61e-04
2019 07 01  1155   58665  42900  3.64e-01  9.68e-02  7.50e-02  1.97e-02  1.93e-02  5.28e-03  3.35e-03  3.75e-03  1.36e-03  6.21e-04  1.99e-04
2019 07 01  1200   58665  43200  2.35e-01  3.63e-02  5.63e-02  2.37e-02  1.95e-02  5.89e-03  3.38e-03  3.30e-03  1.17e-03  6.59e-04  2.10e-04
2019 07 01  1205   58665  43500  3.47e-01  7.26e-02  4.69e-02  1.84e-02  1.95e-02  6.37e-03  3.50e-03  2.94e-03  1.22e-03  9.22e-04  1.81e-04
2019 07 01  1210   58665  43800  1.62e-01  8.47e-02  2.81e-02  2.10e-02  1.85e-02  6.98e-03  2.79e-03  3.43e-03  1.26e-03  8.85e-04  2.28e-04
2019 07 01  1215   58665  44100  2.50e-01  1.21e-01  4.69e-02  1.77e-02  2.16e-02  5.66e-03  3.38e-03  3.70e-03  1.49e-03  6.59e-04  2.75e-04
2019 07 01  1220   58665  44400  2.54e-01  1.21e-01  6.57e-02  1.77e-02  2.10e-02  6.23e-03  3.01e-03  2.44e-03  1.22e-03  8.66e-04  1.91e-04
2019 07 01  1225   58665  44700  2.33e-01  8.47e-02  7.50e-02  1.25e-02  1.85e-02  6.20e-03  3.51e-03  3.07e-03  1.63e-03  6.02e-04  1.87e-04
2019 07 01  1230   58665  45000  3.15e-01  1.33e-01  2.81e-02  1.58e-02  2.05e-02  6.33e-03  2.93e-03  3.39e-03  1.40e-03  6.21e-04  1.89e-04
2019 07 01  1235   58665  45300  2.67e-01  1.33e-01  9.38e-02  2.50e-02  1.69e-02  5.22e-03  3.33e-03  3.70e-03  1.63e-03  7.90e-04  2.22e-04
2019 07 01  1240   58665  45600  2.41e-01  1.09e-01  7.50e-02  2.23e-02  1.99e-02  6.17e-03  3.10e-03  3.52e-03  1.31e-03  9.03e-04  1.69e-04
2019 07 01  1245   58665  45900  3.61e-01  1.33e-01  9.38e-02  2.63e-02  1.81e-02  5.83e-03  3.02e-03  3.48e-03  1.13e-03  9.03e-04  1.79e-04
2019 07 01  1250   58665  46200  3.45e-01  1.94e-01  7.50e-02  1.91e-02  1.91e-02  5.66e-03  2.84e-03  4.16e-03  1.40e-03  4.70e-04  1.91e-04
2019 07 01  1255   58665  46500  2.50e-01  1.69e-01  5.63e-02  1.58e-02  1.73e-02  6.47e-03  3.29e-03  3.79e-03  9.03e-04  5.65e-04  2.12e-04
2019 07 01  1300   58665  46800  3.02e-01  1.57e-01  6.57e-02  2.17e-02  1.63e-02  5.69e-03  3.33e-03  3.34e-03  1.40e-03  6.59e-04  1.97e-04
2019 07 01  1305   58665  47100  3.82e-01  2.30e-01  1.88e-02  2.63e-02  1.83e-02  5.69e-03  3.08e-03  3.16e-03  1.08e-03  5.65e-04  2.05e-04
2019 07 01  1310   58665  47400  3.39e-01  1.21e-01  7.50e-02  1.91e-02  1.91e-02  4.91e-03  3.19e-03  2.57e-03  1.40e-03  5.65e-04  2.30e-04
2019 07 01  1315   58665  47700  3.60e-01  7.26e-02  9.38e-03  1.84e-02  1.89e-02  5.79e-03  3.13e-03  3.34e-03  1.36e-03  5.27e-04  2.53e-04
2019 07 01  1320   58665  48000  2.89e-01  9.68e-02  5.63e-02  2.04e-02  2.16e-02  6.10e-03  3.22e-03  3.21e-03  1.58e-03  9.41e-04  2.40e-04
2019 07 01  1325   58665  48300  2.33e-01  7.26e-02  8.44e-02  2.17e-02  2.08e-02  5.72e-03  2.91e-03  2.80e-03  1.63e-03  6.96e-04  2.86e-04
2019 07 01  1330   58665  48600  2.52e-01  1.94e-01  8.44e-02  2.17e-02  1.75e-02  5.56e-03  3.07e-03  3.70e-03  1.45e-03  7.72e-04  2.18e-04
2019 07 01  1335   58665  48900  2.89e-01  1.45e-01  2.81e-02  2.23e-02  1.99e-02  5.01e-03  2.99e-03  3.57e-03  2.44e-03  6.02e-04  2.26e-04
2019 07 01  1340   58665  49200  3.86e-01  8.47e-02  9.38e-02  2.43e-02  1.83e-02  5.01e-03  3.41e-03  2.94e-03  1.86e-03  7.76e-04  2.07e-04
2019 07 01  1345   58665  49500  2.91e-01  1.45e-01  9.38e-02  1.97e-02  1.91e-02  4.54e-03  2.99e-03  3.12e-03  1.90e-03  5.08e-04  2.16e-04
2019 07 01  1350   58665  49800  3.56e-01  1.33e-01  1.03e-01  2.04e-02  2.07e-02  5.89e-03  3.07e-03  2.85e-03  1.49e-03  8.09e-04  2.42e-04
2019 07 01  1355   58665  50100  4.38e-01  1.94e-01  3.75e-02  2.83e-02  1.85e-02  5.62e-03  3.33e-03  2.85e-03  9.94e-04  6.59e-04  2.20e-04
2019 07 01  1400   58665  50400  3.23e-01  4.84e-02  7.50e-02  2.37e-02  2.38e-02  5.79e-03  3.19e-03  3.21e-03  1.54e-03  8.28e-04  2.06e-04
2019 07 01  1405   58665  50700  3.95e-01  1.69e-01  1.88e-02  2.37e-02  1.49e-02  6.10e-03  3.21e-03  2.66e-03  1.63e-03  8.47e-04  2.22e-04
2019 07 01  1410   58665  51000  5.02e-01  1.33e-01  3.75e-02  2.89e-02  2.14e-02  5.89e-03  3.60e-03  2.76e-03  1.45e-03  7.72e-04  2.12e-04
2019 07 01  1415   58665  51300  3.99e-01  1.69e-01  9.38e-02  2.63e-02  1.97e-02  5.62e-03  3.41e-03  3.70e-03  1.17e-03  4.70e-04  2.08e-04
2019 07 01  1420   58665  51600  2.85e-01  1.09e-01  2.81e-02  1.71e-02  1.44e-02  5.86e-03  3.21e-03  2.98e-03  1.72e-03  7.15e-04  2.38e-04
2019 07 01  1425   58665  51900  2.81e-01  1.33e-01  2.81e-02  1.38e-02  1.93e-02  5.79e-03  3.33e-03  3.79e-03  1.72e-03  8.47e-04  2.20e-04
2019 07 01  1430   58665  52200  3.65e-01  6.05e-02  7.50e-02  1.97e-02  2.07e-02  5.25e-03  3.16e-03  2.89e-03  1.67e-03  6.02e-04  2.38e-04
2019 07 01  1435   58665  52500  3.54e-01  1.09e-01  5.63e-02  1.77e-02  1.83e-02  5.86e-03  3.09e-03  2.48e-03  1.49e-03  8.09e-04  2.34e-04
2019 07 01  1440   58665  52800  3.28e-01  1.33e-01  6.57e-02  1.77e-02  1.79e-02  5.79e-03  3.17e-03  3.21e-03  1.94e-03  7.34e-04  2.42e-04
2019 07 01  1445   58665  53100  5.09e-01  9.68e-02  7.50e-02  1.77e-02  1.95e-02  5.66e-03  3.19e-03  2.98e-03  1.31e-03  6.21e-04  2.10e-04
2019 07 01  1450   58665  53400  5.95e-01  1.57e-01  3.75e-02  2.69e-02  1.69e-02  6.00e-03  3.16e-03  3.39e-03  1.76e-03  6.59e-04  2.45e-04
2019 07 01  1455   58665  53700  3.86e-01  1.09e-01  5.63e-02  1.77e-02  1.95e-02  5.01e-03  3.41e-03  3.07e-03  1.81e-03  5.46e-04  1.75e-04
2019 07 01  1500   58665  54000  4.23e-01  1.09e-01  3.75e-02  2.04e-02  1.87e-02  5.62e-03  3.00e-03  3.12e-03  1.08e-03  6.02e-04  2.18e-04
2019 07 01  1505   58665  54300  5.03e-01  1.01e-01  6.25e-02  1.97e-02  2.43e-02  7.40e-03  2.96e-03  3.24e-03  9.79e-04  8.16e-04  2.11e-04
2019 07 01  1510   58665  54600  7.17e-01  1.45e-01  4.69e-02  1.84e-02  1.93e-02  5.62e-03  3.30e-03  3.30e-03  1.76e-03  5.65e-04  2.16e-04
2019 07 01  1515   58665  54900  4.29e-01  1.21e-01  5.63e-02  1.91e-02  2.03e-02  6.00e-03  3.21e-03  3.21e-03  1.90e-03  7.53e-04  2.06e-04
2019 07 01  1520   58665  55200  5.84e-01  9.68e-02  2.81e-02  2.63e-02  2.03e-02  6.88e-03  2.73e-03  3.34e-03  1.31e-03  4.89e-04  2.45e-04
2019 07 01  1525   58665  55500  4.38e-01  1.45e-01  2.81e-02  1.64e-02  1.77e-02  5.79e-03  3.17e-03  2.85e-03  1.08e-03  9.22e-04  2.14e-04
2019 07 01  1530   58665  55800  6.96e-01  8.47e-02  7.50e-02  2.17e-02  1.85e-02  5.05e-03  3.17e-03  3.25e-03  1.76e-03  8.09e-04  2.05e-04
2019 07 01  1535   58665  56100  5.07e-01  2.90e-01  3.75e-02  1.45e-02  1.87e-02  5.83e-03  3.43e-03  3.97e-03  1.58e-03  7.15e-04  2.53e-04
2019 07 01  1540   58665  56400  4.23e-01  8.47e-02  3.75e-02  2.56e-02  1.55e-02  5.66e-03  3.20e-03  2.57e-03  1.45e-03  5.65e-04  2.36e-04
2019 07 01  1545   58665  56700  2.98e-01  1.01e-01  3.13e-02  1.86e-02  1.97e-02  6.15e-03  2.97e-03  3.52e-03  1.81e-03  1.13e-03  2.03e-04
2019 07 01  1550   58665  57000  6.21e-01  1.09e-01  7.50e-02  1.77e-02  1.75e-02  5.86e-03  3.22e-03  2.85e-03  1.40e-03  6.96e-04  2.44e-04
2019 07 01  1555   58665  57300  1.04e+00  8.47e-02  5.63e-02  2.17e-02  1.87e-02  5.79e-03  3.04e-03  3.25e-03  1.81e-03  8.66e-04  1.97e-04
2019 07 01  1600   58665  57600  8.13e-01  1.69e-01  4.69e-02  1.84e-02  1.73e-02  5.79e-03  2.94e-03  2.66e-03  1.08e-03  6.21e-04  2.28e-04
2019 07 01  1605   58665  57900  8.45e-01  1.57e-01  5.63e-02  2.23e-02  1.97e-02  5.49e-03  2.82e-03  3.21e-03  1.36e-03  5.46e-04  2.59e-04
2019 07 01  1610   58665  58200  1.03e+00  1.33e-01  6.57e-02  3.81e-02  1.91e-02  5.83e-03  3.19e-03  2.66e-03  1.40e-03  8.09e-04  2.28e-04
2019 07 01  1615   58665  58500  9.29e-01  9.68e-02  7.50e-02  2.10e-02  2.20e-02  6.23e-03  3.14e-03  4.02e-03  1.31e-03  5.83e-04  2.12e-04
2019 07 01  1620   58665  58800  1.15e+00  1.21e-01  4.69e-02  2.04e-02  1.85e-02  5.49e-03  2.83e-03  2.57e-03  2.17e-03  5.27e-04  2.22e-04
2019 07 01  1625   58665  59100  9.40e-01  8.47e-02  3.75e-02  2.10e-02  1.71e-02  6.23e-03  2.94e-03  3.12e-03  1.22e-03  7.53e-04  1.99e-04
2019 07 01  1630   58665  59400  9.66e-01  9.68e-02  4.69e-02  1.58e-02  1.97e-02  5.35e-03  2.96e-03  3.66e-03  1.63e-03  9.41e-04  2.05e-04
2019 07 01  1635   58665  59700  1.37e+00  7.26e-02  6.57e-02  2.56e-02  1.83e-02  6.20e-03  3.11e-03  2.80e-03  1.63e-03  6.21e-04  1.99e-04
2019 07 01  1640   58665  60000  1.36e+00  6.05e-02  2.81e-02  2.04e-02  1.97e-02  6.17e-03  3.51e-03  3.48e-03  1.13e-03  6.02e-04  2.16e-04
2019 07 01  1645   58665  60300  1.30e+00  1.61e-01  3.13e-02  1.31e-02  1.64e-02  6.32e-03  3.45e-03  2.71e-03  2.11e-03  7.21e-04  1.72e-04
2019 07 01  1650   58665  60600  1.32e+00  1.21e-01  9.38e-02  2.50e-02  1.87e-02  6.13e-03  3.08e-03  3.21e-03  1.04e-03  6.21e-04  2.34e-04
2019 07 01  1655   58665  60900  1.26e+00  8.47e-02  4.69e-02  2.50e-02  2.16e-02  5.79e-03  3.00e-03  3.97e-03  1.22e-03  7.53e-04  2.28e-04
2019 07 01  1700   58665  61200  1.44e+00  2.42e-01  2.81e-02  1.45e-02  1.99e-02  6.30e-03  3.36e-03  2.71e-03  1.36e-03  8.09e-04  2.38e-04
2019 07 01  1705   58665  61500  1.61e+00  1.21e-01  6.57e-02  3.42e-02  1.97e-02  5.12e-03  3.04e-03  2.98e-03  1.72e-03  8.66e-04  2.40e-04
2019 07 01  1710   58665  61800  1.99e+00  2.54e-01  8.44e-02  1.97e-02  1.71e-02  5.35e-03  3.15e-03  3.43e-03  1.81e-03  6.78e-04  2.08e-04
2019 07 01  1715   58665  62100  1.92e+00  1.45e-01  2.81e-02  1.58e-02  1.97e-02  5.62e-03  2.92e-03  3.30e-03  1.63e-03  6.40e-04  2.16e-04
2019 07 01  1720   58665  62400  2.38e+00  1.94e-01  7.50e-02  2.43e-02  1.89e-02  5.72e-03  3.10e-03  2.94e-03  1.54e-03  7.34e-04  2.16e-04
2019 07 01  1725   58665  62700  2.09e+00  1.81e-01  7.50e-02  2.17e-02  1.83e-02  5.69e-03  3.03e-03  3.39e-03  1.63e-03  7.15e-04  1.79e-04
2019 07 01  1730   58665  63000  2.62e+00  1.57e-01  7.50e-02  1.71e-02  1.46e-02  5.12e-03  2.85e-03  3.93e-03  1.90e-03  7.34e-04  2.01e-04
2019 07 01  1735   58665  63300  1.90e+00  7.26e-02  7.50e-02  2.89e-02  1.81e-02  5.89e-03  3.15e-03  3.88e-03  1.13e-03  8.09e-04  1.81e-04
2019 07 01  1740   58665  63600  2.57e+00  1.33e-01  4.69e-02  1.18e-02  1.77e-02  5.49e-03  3.29e-03  3.25e-03  1.17e-03  6.21e-04  2.44e-04
2019 07 01  1745   58665  63900  2.63e+00  1.09e-01  6.57e-02  2.37e-02  2.28e-02  5.42e-03  2.80e-03  3.03e-03  1.26e-03  6.02e-04  2.26e-04
2019 07 01  1750   58665  64200  2.41e+00  7.26e-02  7.50e-02  1.38e-02  1.75e-02  4.81e-03  3.33e-03  4.61e-03  1.72e-03  5.08e-04  2.10e-04
2019 07 01  1755   58665  64500  2.89e+00  1.21e-01  6.57e-02  1.38e-02  1.75e-02  4.91e-03  3.25e-03  3.21e-03  1.40e-03  6.40e-04  1.85e-04
2019 07 01  1800   58665  64800  3.05e+00  1.21e-01  8.44e-02  2.23e-02  1.61e-02  5.15e-03  2.92e-03  2.98e-03  1.58e-03  7.90e-04  2.22e-04
2019 07 01  1805   58665  65100  2.96e+00  1.33e-01  2.81e-02  2.10e-02  2.16e-02  6.23e-03  3.00e-03  3.39e-03  1.08e-03  7.15e-04  2.12e-04
2019 07 01  1810   58665  65400  3.20e+00  8.47e-02  7.50e-02  1.77e-02  1.77e-02  6.17e-03  3.41e-03  3.21e-03  1.17e-03  8.85e-04  2.34e-04
2019 07 01  1815   58665  65700  3.24e+00  1.94e-01  6.57e-02  1.77e-02  1.89e-02  6.54e-03  3.11e-03  3.21e-03  1.22e-03  7.90e-04  2.53e-04
2019 07 01  1820   58665  66000  3.70e+00  1.57e-01  1.13e-01  2.30e-02  1.46e-02  5.25e-03  3.52e-03  3.88e-03  1.99e-03  5.83e-04  2.10e-04
2019 07 01  1825   58665  66300  4.18e+00  1.09e-01  5.63e-02  2.10e-02  1.83e-02  5.62e-03  3.27e-03  3.43e-03  1.67e-03  7.53e-04  2.16e-04
2019 07 01  1830   58665  66600  3.99e+00  2.06e-01  9.38e-02  1.97e-02  1.97e-02  5.83e-03  2.79e-03  3.88e-03  1.45e-03  8.47e-04  2.18e-04
2019 07 01  1835   58665  66900  4.16e+00  1.21e-01  5.63e-02  1.84e-02  1.97e-02  5.18e-03  3.08e-03  3.88e-03  1.58e-03  5.27e-04  2.01e-04
2019 07 01  1840   58665  67200  4.47e+00  1.21e-01  7.50e-02  1.77e-02  1.83e-02  5.89e-03  2.73e-03  3.16e-03  1.94e-03  5.46e-04  2.42e-04
2019 07 01  1845   58665  67500  4.27e+00  1.21e-01  2.81e-02  2.43e-02  1.69e-02  4.91e-03  3.32e-03  2.62e-03  1.40e-03  6.59e-04  2.12e-04
2019 07 01  1850   58665  67800  5.12e+00  1.21e-01  9.38e-02  2.10e-02  2.07e-02  6.06e-03  2.92e-03  3.48e-03  1.63e-03  7.34e-04  2.49e-04
2019 07 01  1855   58665  68100  4.55e+00  1.45e-01  8.44e-02  2.43e-02  1.87e-02  5.12e-03  2.91e-03  3.57e-03  1.54e-03  5.65e-04  2.47e-04
2019 07 01  1900   58665  68400  3.98e+00  9.68e-02  6.57e-02  2.37e-02  1.77e-02  5.12e-03  3.46e-03  3.52e-03  1.26e-03  6.59e-04  2.10e-04
2019 07 01  1905   58665  68700  4.44e+00  6.05e-02  4.69e-02  1.51e-02  1.95e-02  5.28e-03  3.15e-03  3.39e-03  1.58e-03  8.28e-04  2.14e-04
2019 07 01  1910   58665  69000  5.38e+00  1.09e-01  4.69e-02  2.37e-02  1.63e-02  6.13e-03  3.37e-03  3.39e-03  1.26e-03  7.90e-04  2.24e-04
2019 07 01  1915   58665  69300  4.98e+00  1.57e-01  8.44e-02  2.17e-02  1.85e-02  5.83e-03  3.02e-03  3.12e-03  1.94e-03  9.03e-04  2.24e-04
2019 07 01  1920   58665  69600  5.05e+00  8.47e-02  7.50e-02  2.89e-02  1.55e-02  6.50e-03  3.05e-03  4.02e-03  1.36e-03  7.15e-04  1.93e-04
2019 07 01  1925   58665  69900  5.46e+00  1.81e-01  5.63e-02  2.37e-02  1.67e-02  6.13e-03  2.91e-03  3.39e-03  1.94e-03  5.65e-04  2.32e-04
2019 07 01  1930   58665  70200  5.16e+00  8.47e-02  3.75e-02  3.02e-02  1.87e-02  5.32e-03  2.91e-03  3.75e-03  1.49e-03  5.65e-04  2.10e-04
2019 07 01  1935   58665  70500  4.93e+00  1.33e-01  1.03e-01  2.17e-02  1.75e-02  6.06e-03  2.76e-03  3.52e-03  1.31e-03  8.09e-04  2.01e-04
2019 07 01  1940   58665  70800  4.94e+00  1.81e-01  3.75e-02  1.97e-02  2.03e-02  4.95e-03  3.01e-03  2.66e-03  1.72e-03  6.59e-04  2.32e-04
2019 07 01  1945   58665  71100  6.67e+00  4.84e-02  5.63e-02  1.97e-02  1.85e-02  5.86e-03  3.19e-03  2.94e-03  1.31e-03  6.59e-04  2.34e-04
2019 07 01  1950   58665  71400  7.16e+00  7.26e-02  6.57e-02  2.76e-02  1.83e-02  5.72e-03  3.02e-03  3.48e-03  1.63e-03  5.27e-04  2.18e-04
2019 07 01  1955   58665  71700  8.45e+00  8.47e-02  7.50e-02  1.91e-02  1.65e-02  5.69e-03  3.19e-03  3.03e-03  1.94e-03  4.70e-04  2.05e-04
2019 07 01  2000   58665  72000  7.46e+00  1.81e-01  6.57e-02  2.10e-02  2.03e-02  6.23e-03  3.08e-03  3.39e-03  1.40e-03  8.85e-04  2.18e-04
2019 07 01  2005   58665  72300  7.23e+00  6.05e-02  5.63e-02  2.43e-02  1.87e-02  5.32e-03  3.18e-03  3.70e-03  1.13e-03  6.40e-04  2.26e-04
2019 07 01  2010   58665  72600  7.92e+00  8.47e-02  3.75e-02  2.37e-02  1.71e-02  6.44e-03  3.36e-03  3.43e-03  1.72e-03  6.40e-04  2.08e-04
2019 07 01  2015   58665  72900  7.59e+00  1.21e-01  2.81e-02  2.37e-02  2.26e-02  5.39e-03  3.36e-03  4.25e-03  1.72e-03  6.96e-04  2.16e-04
2019 07 01  2020   58665  73200  7.53e+00  6.05e-02  6.57e-02  2.17e-02  1.71e-02  5.62e-03  3.09e-03  3.30e-03  9.49e-04  6.59e-04  2.22e-04
2019 07 01  2025   58665  73500  7.08e+00  1.33e-01  5.63e-02  2.56e-02  1.81e-02  5.72e-03  3.01e-03  3.25e-03  1.49e-03  7.53e-04  2.28e-04
2019 07 01  2030   58665  73800  7.43e+00  8.47e-02  1.22e-01  2.23e-02  2.22e-02  5.39e-03  3.34e-03  2.85e-03  1.76e-03  6.02e-04  2.18e-04
2019 07 01  2035   58665  74100  7.04e+00  1.21e-01  9.38e-03  1.51e-02  1.59e-02  4.95e-03  3.31e-03  2.94e-03  9.94e-04  4.70e-04  2.73e-04
2019 07 01  2040   58665  74400  6.29e+00  7.26e-02  9.38e-02  1.97e-02  2.20e-02  5.69e-03  2.91e-03  3.79e-03  1.26e-03  7.72e-04  2.26e-04
2019 07 01  2045   58665  74700  6.43e+00  4.84e-02  6.57e-02  1.71e-02  2.20e-02  5.89e-03  3.01e-03  2.71e-03  1.90e-03  5.65e-04  2.44e-04
2019 07 01  2050   58665  75000  6.05e+00  1.09e-01  4.69e-02  2.17e-02  2.14e-02  5.35e-03  3.03e-03  2.89e-03  1.90e-03  5.27e-04  2.45e-04
2019 07 01  2055   58665  75300  6.22e+00  1.33e-01  7.50e-02  1.77e-02  1.97e-02  6.37e-03  3.03e-03  3.03e-03  1.13e-03  7.53e-04  2.57e-04
2019 07 01  2100   58665  75600  5.89e+00  1.45e-01  8.44e-02  2.89e-02  1.83e-02  5.76e-03  3.06e-03  3.66e-03  1.13e-03  6.59e-04  2.24e-04
2019 07 01  2105   58665  75900  5.89e+00  9.68e-02  9.38e-03  1.91e-02  1.69e-02  5.22e-03  2.91e-03  2.39e-03  1.04e-03  7.15e-04  1.97e-04
2019 07 01  2110   58665  76200  5.25e+00  1.94e-01  2.81e-02  1.91e-02  1.73e-02  4.95e-03  2.75e-03  4.02e-03  1.17e-03  8.66e-04  2.16e-04
2019 07 01  2115   58665  76500  5.19e+00  1.45e-01  5.63e-02  1.58e-02  1.99e-02  5.59e-03  3.15e-03  3.79e-03  1.85e-03  7.53e-04  2.14e-04
2019 07 01  2120   58665  76800  5.11e+00  9.68e-02  1.31e-01  1.64e-02  1.99e-02  6.37e-03  3.05e-03  3.57e-03  1.13e-03  5.65e-04  2.38e-04
2019 07 01  2125   58665  77100  5.65e+00  1.33e-01  3.75e-02  1.45e-02  1.87e-02  6.13e-03  3.06e-03  3.48e-03  1.63e-03  6.02e-04  2.45e-04
2019 07 01  2130   58665  77400  6.09e+00  7.26e-02  6.57e-02  1.64e-02  1.77e-02  5.54e-03  3.31e-03  3.16e-03  1.85e-03  7.34e-04  2.14e-04
2019 07 01  2135   58665  77700  5.03e+00  6.05e-02  4.69e-02  2.50e-02  1.87e-02  6.06e-03  3.00e-03  3.84e-03  1.58e-03  8.09e-04  2.59e-04
2019 07 01  2140   58665  78000  5.52e+00  1.45e-01  6.57e-02  1.25e-02  1.61e-02  6.06e-03  2.78e-03  3.79e-03  1.54e-03  6.96e-04  1.97e-04
2019 07 01  2145   58665  78300  5.56e+00  7.26e-02  1.03e-01  1.77e-02  1.83e-02  5.93e-03  2.91e-03  3.34e-03  1.22e-03  6.40e-04  2.28e-04
2019 07 01  2150   58665  78600  6.43e+00  7.56e-02  0.00e+00  2.46e-02  2.04e-02  4.40e-03  2.94e-03  3.84e-03  1.26e-03  7.90e-04  2.82e-04
2019 07 01  2155   58665  78900  6.26e+00  7.26e-02  4.69e-02  1.38e-02  1.89e-02  5.49e-03  3.01e-03  3.30e-03  1.31e-03  5.46e-04  2.69e-04
2019 07 01  2200   58665  79200  5.52e+00  1.09e-01  9.38e-02  1.84e-02  1.75e-02  5.86e-03  2.93e-03  3.34e-03  1.67e-03  6.40e-04  2.51e-04
2019 07 01  2205   58665  79500  5.68e+00  1.81e-01  4.69e-02  2.10e-02  1.93e-02  5.39e-03  3.08e-03  3.57e-03  1.45e-03  7.15e-04  1.93e-04
2019 07 01  2210   58665  79800  5.16e+00  1.57e-01  5.63e-02  2.63e-02  2.01e-02  5.59e-03  3.23e-03  2.62e-03  1.40e-03  8.85e-04  2.08e-04
2019 07 01  2215   58665  80100  5.05e+00  1.81e-01  5.63e-02  1.45e-02  1.63e-02  6.20e-03  3.39e-03  4.16e-03  1.76e-03  5.46e-04  2.20e-04
2019 07 01  2220   58665  80400  5.14e+00  6.05e-02  8.44e-02  1.97e-02  1.83e-02  5.32e-03  3.13e-03  3.70e-03  1.67e-03  8.28e-04  1.87e-04
2019 07 01  2225   58665  80700  5.14e+00  1.21e-01  6.57e-02  1.77e-02  1.97e-02  6.74e-03  3.05e-03  3.84e-03  1.58e-03  7.53e-04  1.77e-04
2019 07 01  2230   58665  81000  5.16e+00  7.26e-02  3.75e-02  1.71e-02  1.63e-02  5.32e-03  3.11e-03  2.80e-03  2.12e-03  7.90e-04  2.34e-04
2019 07 01  2235   58665  81300  5.34e+00  1.45e-01  4.69e-02  1.64e-02  1.77e-02  4.88e-03  3.49e-03  3.61e-03  1.63e-03  6.78e-04  2.14e-04
2019 07 01  2240   58665  81600  4.83e+00  1.21e-01  6.57e-02  2.30e-02  1.69e-02  5.39e-03  2.78e-03  3.79e-03  8.58e-04  5.27e-04  2.03e-04
2019 07 01  2245   58665  81900  4.66e+00  1.09e-01  2.81e-02  1.25e-02  1.93e-02  5.93e-03  3.11e-03  4.02e-03  1.58e-03  5.83e-04  2.16e-04
2019 07 01  2250   58665  82200  4.59e+00  6.05e-02  9.38e-03  1.71e-02  1.59e-02  5.35e-03  3.26e-03  3.03e-03  1.58e-03  6.59e-04  2.26e-04
2019 07 01  2255   58665  82500  3.74e+00  1.57e-01  7.50e-02  1.77e-02  2.01e-02  5.56e-03  3.18e-03  3.70e-03  1.17e-03  7.72e-04  1.95e-04
2019 07 01  2300   58665  82800  3.25e+00  1.33e-01  3.75e-02  1.64e-02  2.16e-02  5.52e-03  3.07e-03  3.93e-03  2.08e-03  6.02e-04  2.12e-04
