#:Data_list: 20170101_Gp_pchan_5m.txt
#:Created: 2017 Jan 02 0011 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: P1 = Protons from 0.7 -   4 MeV units #/cm2-s-sr-MeV
# Label: P2 = Protons from   4 -   9 MeV units #/cm2-s-sr-MeV
# Label: P3 = Protons from   9 -  15 MeV units #/cm2-s-sr-MeV
# Label: P4 = Protons from  15 -  40 MeV units #/cm2-s-sr-MeV
# Label: P5 = Protons from  38 -  82 MeV units #/cm2-s-sr-MeV
# Label: P6 = Protons from  84 - 200 MeV units #/cm2-s-sr-MeV
# Label: P7 = Protons from 110 - 900 MeV units #/cm2-s-sr-MeV
# Label: P8 = Protons from 350 - 420 MeV units #/cm2-s-sr-MeV
# Label: P9 = Protons from 420 - 510 MeV units #/cm2-s-sr-MeV
# Label: P10= Protons from 510 - 700 MeV units #/cm2-s-sr-MeV
# Label: P11= Protons from      >700 MeV units #/cm2-s-sr-MeV
# Source: GOES-13
# Location: W074
# Missing data: -1.00e+05
#
#                                        5-minute  GOES-13 Energetic Proton Flux Channels
#
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day      P1        P2        P3        P4        P5        P6        P7        P8        P9       P10       P11
#---------------------------------------------------------------------------------------------------------------------------------------------
2017 01 01  1115   57754  40500  1.69e+01  1.57e-01  4.69e-02  1.71e-02  1.67e-02  5.69e-03  2.79e-03  1.72e-03  1.17e-03  5.65e-04  1.46e-04
2017 01 01  1120   57754  40800  1.72e+01  1.45e-01  2.81e-02  2.56e-02  2.24e-02  5.28e-03  2.97e-03  1.94e-03  9.49e-04  6.21e-04  1.69e-04
2017 01 01  1125   57754  41100  1.60e+01  8.47e-02  2.81e-02  2.50e-02  1.36e-02  5.66e-03  2.73e-03  1.63e-03  9.94e-04  4.33e-04  1.69e-04
2017 01 01  1130   57754  41400  1.56e+01  1.21e-01  8.44e-02  1.84e-02  1.69e-02  4.98e-03  2.62e-03  2.66e-03  1.31e-03  4.52e-04  1.44e-04
2017 01 01  1135   57754  41700  1.42e+01  1.09e-01  1.88e-02  2.37e-02  1.61e-02  6.44e-03  2.70e-03  2.17e-03  1.04e-03  6.78e-04  1.81e-04
2017 01 01  1140   57754  42000  1.49e+01  1.21e-01  1.88e-02  1.91e-02  1.99e-02  5.89e-03  2.69e-03  1.45e-03  9.03e-04  5.27e-04  1.81e-04
2017 01 01  1145   57754  42300  1.36e+01  9.68e-02  6.57e-02  1.97e-02  1.71e-02  5.56e-03  2.52e-03  1.90e-03  1.17e-03  4.52e-04  1.50e-04
2017 01 01  1150   57754  42600  1.33e+01  9.68e-02  3.75e-02  1.84e-02  1.87e-02  6.00e-03  2.68e-03  2.35e-03  1.26e-03  5.46e-04  1.68e-04
2017 01 01  1155   57754  42900  1.24e+01  7.26e-02  3.75e-02  2.30e-02  1.99e-02  6.47e-03  2.99e-03  2.08e-03  1.36e-03  4.89e-04  1.42e-04
2017 01 01  1200   57754  43200  1.10e+01  1.21e-01  3.75e-02  2.69e-02  1.85e-02  5.52e-03  2.82e-03  2.35e-03  1.13e-03  4.14e-04  1.91e-04
2017 01 01  1205   57754  43500  1.04e+01  1.21e-01  4.69e-02  2.10e-02  1.57e-02  4.67e-03  2.52e-03  1.99e-03  1.22e-03  6.21e-04  1.73e-04
2017 01 01  1210   57754  43800  1.12e+01  7.26e-02  5.63e-02  2.10e-02  1.87e-02  6.23e-03  2.68e-03  1.99e-03  1.04e-03  7.90e-04  1.79e-04
2017 01 01  1215   57754  44100  1.51e+01  7.26e-02  4.69e-02  1.45e-02  1.81e-02  5.83e-03  2.52e-03  1.85e-03  1.26e-03  8.66e-04  1.64e-04
2017 01 01  1220   57754  44400  1.84e+01  1.33e-01  9.38e-02  1.64e-02  1.53e-02  6.78e-03  2.51e-03  1.85e-03  1.17e-03  5.08e-04  1.89e-04
2017 01 01  1225   57754  44700  2.34e+01  1.69e-01  4.69e-02  2.10e-02  1.57e-02  5.39e-03  2.49e-03  2.03e-03  9.03e-04  4.33e-04  1.44e-04
2017 01 01  1230   57754  45000  3.57e+01  8.47e-02  1.88e-02  1.77e-02  1.81e-02  6.50e-03  2.59e-03  2.35e-03  9.94e-04  5.08e-04  1.64e-04
2017 01 01  1235   57754  45300  6.32e+01  8.47e-02  2.81e-02  2.30e-02  1.71e-02  5.69e-03  2.80e-03  2.26e-03  1.45e-03  6.21e-04  1.44e-04
2017 01 01  1240   57754  45600  8.18e+01  9.68e-02  6.57e-02  2.43e-02  1.57e-02  5.45e-03  2.69e-03  2.21e-03  1.17e-03  6.21e-04  1.23e-04
2017 01 01  1245   57754  45900  5.95e+01  7.26e-02  5.63e-02  2.50e-02  1.40e-02  5.83e-03  2.62e-03  2.66e-03  1.40e-03  6.21e-04  1.64e-04
2017 01 01  1250   57754  46200  5.19e+01  1.21e-01  3.75e-02  2.37e-02  1.51e-02  6.27e-03  2.76e-03  2.08e-03  9.03e-04  5.08e-04  1.58e-04
2017 01 01  1255   57754  46500  3.81e+01  8.47e-02  5.63e-02  1.64e-02  1.34e-02  5.56e-03  2.37e-03  2.76e-03  8.13e-04  2.63e-04  1.79e-04
2017 01 01  1300   57754  46800  3.34e+01  9.68e-02  4.69e-02  2.63e-02  1.36e-02  5.83e-03  2.69e-03  1.81e-03  8.13e-04  7.15e-04  1.42e-04
2017 01 01  1305   57754  47100  4.93e+01  9.68e-02  7.50e-02  1.38e-02  1.49e-02  5.32e-03  2.99e-03  1.81e-03  1.04e-03  6.96e-04  1.21e-04
2017 01 01  1310   57754  47400  4.99e+01  9.68e-02  5.63e-02  2.23e-02  1.81e-02  5.83e-03  2.25e-03  2.03e-03  1.31e-03  5.27e-04  1.52e-04
2017 01 01  1315   57754  47700  4.80e+01  8.47e-02  4.69e-02  2.23e-02  1.61e-02  5.42e-03  2.46e-03  1.67e-03  1.08e-03  4.89e-04  1.58e-04
2017 01 01  1320   57754  48000  5.57e+01  1.09e-01  9.38e-03  2.10e-02  1.85e-02  5.59e-03  2.61e-03  2.39e-03  7.68e-04  6.02e-04  1.81e-04
2017 01 01  1325   57754  48300  5.18e+01  9.68e-02  8.44e-02  2.17e-02  1.91e-02  5.18e-03  2.55e-03  2.35e-03  1.04e-03  6.02e-04  1.66e-04
2017 01 01  1330   57754  48600  6.41e+01  1.09e-01  4.69e-02  2.89e-02  1.40e-02  5.25e-03  2.39e-03  2.08e-03  8.58e-04  4.33e-04  1.60e-04
2017 01 01  1335   57754  48900  5.74e+01  1.09e-01  5.63e-02  1.51e-02  1.40e-02  4.98e-03  2.47e-03  2.62e-03  1.31e-03  5.27e-04  1.62e-04
2017 01 01  1340   57754  49200  4.70e+01  1.33e-01  3.75e-02  2.76e-02  1.61e-02  4.40e-03  2.85e-03  1.99e-03  9.49e-04  4.14e-04  1.68e-04
2017 01 01  1345   57754  49500  4.23e+01  1.45e-01  1.88e-02  1.84e-02  1.71e-02  5.42e-03  2.94e-03  2.39e-03  1.26e-03  5.65e-04  1.66e-04
2017 01 01  1350   57754  49800  3.62e+01  1.09e-01  4.69e-02  1.71e-02  1.63e-02  5.22e-03  2.43e-03  2.44e-03  1.54e-03  3.20e-04  1.71e-04
2017 01 01  1355   57754  50100  3.29e+01  7.26e-02  2.81e-02  2.23e-02  1.20e-02  4.84e-03  2.37e-03  2.48e-03  1.04e-03  5.83e-04  1.46e-04
2017 01 01  1400   57754  50400  3.27e+01  1.45e-01  2.81e-02  2.30e-02  1.83e-02  5.05e-03  2.95e-03  2.35e-03  1.17e-03  5.27e-04  1.77e-04
2017 01 01  1405   57754  50700  3.02e+01  3.63e-02  4.69e-02  2.04e-02  1.48e-02  5.35e-03  2.34e-03  2.48e-03  1.40e-03  5.46e-04  1.42e-04
2017 01 01  1410   57754  51000  3.20e+01  1.81e-01  5.63e-02  2.56e-02  1.69e-02  4.78e-03  2.78e-03  2.30e-03  1.17e-03  4.33e-04  1.50e-04
2017 01 01  1415   57754  51300  3.17e+01  1.69e-01  9.38e-03  1.71e-02  1.85e-02  6.35e-03  2.79e-03  2.57e-03  1.17e-03  5.08e-04  1.81e-04
2017 01 01  1420   57754  51600  3.29e+01  1.21e-01  4.69e-02  2.89e-02  1.71e-02  6.37e-03  2.83e-03  1.99e-03  1.17e-03  4.70e-04  1.66e-04
2017 01 01  1425   57754  51900  3.51e+01  3.63e-02  7.50e-02  1.58e-02  1.83e-02  5.59e-03  2.63e-03  1.54e-03  1.54e-03  5.65e-04  1.66e-04
2017 01 01  1430   57754  52200  3.31e+01  9.68e-02  7.50e-02  2.37e-02  1.36e-02  5.12e-03  2.74e-03  2.48e-03  8.58e-04  5.65e-04  1.93e-04
2017 01 01  1435   57754  52500  3.18e+01  1.94e-01  7.50e-02  2.23e-02  1.87e-02  5.76e-03  2.83e-03  2.21e-03  1.08e-03  5.65e-04  1.68e-04
2017 01 01  1440   57754  52800  3.22e+01  9.68e-02  3.75e-02  2.43e-02  1.77e-02  6.40e-03  2.54e-03  2.66e-03  9.94e-04  3.58e-04  1.25e-04
2017 01 01  1445   57754  53100  3.08e+01  1.21e-01  1.88e-02  1.64e-02  1.32e-02  5.25e-03  2.54e-03  2.39e-03  1.22e-03  6.96e-04  1.31e-04
2017 01 01  1450   57754  53400  2.86e+01  1.21e-01  6.57e-02  2.76e-02  1.79e-02  5.72e-03  2.89e-03  1.99e-03  1.26e-03  4.70e-04  1.97e-04
2017 01 01  1455   57754  53700  2.81e+01  9.68e-02  3.75e-02  1.77e-02  1.38e-02  6.23e-03  2.76e-03  3.30e-03  1.13e-03  3.95e-04  1.66e-04
2017 01 01  1500   57754  54000  2.69e+01  1.09e-01  4.69e-02  1.91e-02  1.81e-02  5.79e-03  2.56e-03  2.48e-03  1.17e-03  6.59e-04  1.64e-04
2017 01 01  1505   57754  54300  2.30e+01  9.68e-02  4.69e-02  3.29e-02  1.75e-02  5.93e-03  2.91e-03  1.67e-03  9.03e-04  4.14e-04  2.16e-04
2017 01 01  1510   57754  54600  2.22e+01  1.45e-01  2.81e-02  2.63e-02  1.85e-02  6.44e-03  2.76e-03  3.03e-03  1.49e-03  3.20e-04  1.81e-04
2017 01 01  1515   57754  54900  2.16e+01  7.26e-02  2.81e-02  2.37e-02  1.53e-02  5.59e-03  2.52e-03  2.80e-03  1.08e-03  3.39e-04  2.01e-04
2017 01 01  1520   57754  55200  2.20e+01  8.47e-02  5.63e-02  1.77e-02  1.75e-02  4.91e-03  2.69e-03  2.57e-03  1.17e-03  5.27e-04  1.48e-04
2017 01 01  1525   57754  55500  2.39e+01  6.05e-02  2.81e-02  2.23e-02  1.77e-02  5.39e-03  2.67e-03  2.44e-03  1.49e-03  5.83e-04  1.75e-04
2017 01 01  1530   57754  55800  2.34e+01  8.47e-02  4.69e-02  1.97e-02  1.42e-02  6.50e-03  2.56e-03  2.30e-03  1.08e-03  5.27e-04  1.75e-04
2017 01 01  1535   57754  56100  2.57e+01  1.21e-01  9.38e-03  2.83e-02  1.57e-02  5.45e-03  2.74e-03  2.94e-03  1.31e-03  5.27e-04  1.79e-04
2017 01 01  1540   57754  56400  2.81e+01  7.26e-02  1.88e-02  1.97e-02  1.89e-02  5.35e-03  2.64e-03  2.62e-03  8.58e-04  4.89e-04  1.42e-04
2017 01 01  1545   57754  56700  2.73e+01  1.45e-01  5.63e-02  2.04e-02  1.71e-02  5.39e-03  2.51e-03  2.26e-03  2.08e-03  7.34e-04  1.91e-04
2017 01 01  1550   57754  57000  2.51e+01  4.84e-02  9.38e-03  1.84e-02  1.87e-02  5.62e-03  2.79e-03  1.90e-03  1.67e-03  3.95e-04  1.85e-04
2017 01 01  1555   57754  57300  2.71e+01  1.45e-01  2.81e-02  2.10e-02  1.53e-02  5.25e-03  2.89e-03  2.30e-03  1.49e-03  5.27e-04  1.48e-04
2017 01 01  1600   57754  57600  2.69e+01  1.81e-01  6.57e-02  1.58e-02  1.18e-02  5.08e-03  2.86e-03  2.80e-03  9.49e-04  4.89e-04  2.14e-04
2017 01 01  1605   57754  57900  2.60e+01  9.68e-02  1.88e-02  2.69e-02  1.49e-02  5.39e-03  2.57e-03  2.03e-03  1.04e-03  6.02e-04  1.85e-04
2017 01 01  1610   57754  58200  2.55e+01  1.57e-01  7.50e-02  2.37e-02  1.67e-02  5.56e-03  2.66e-03  1.99e-03  1.26e-03  5.08e-04  1.56e-04
2017 01 01  1615   57754  58500  2.54e+01  7.26e-02  7.50e-02  2.17e-02  1.81e-02  5.12e-03  2.94e-03  2.30e-03  1.40e-03  5.46e-04  1.46e-04
2017 01 01  1620   57754  58800  2.83e+01  3.63e-02  9.38e-02  1.71e-02  1.49e-02  5.76e-03  2.74e-03  2.80e-03  9.03e-04  4.14e-04  1.97e-04
2017 01 01  1625   57754  59100  2.72e+01  8.47e-02  9.38e-03  1.64e-02  1.46e-02  6.20e-03  2.89e-03  2.08e-03  1.45e-03  6.59e-04  1.81e-04
2017 01 01  1630   57754  59400  3.17e+01  1.57e-01  2.81e-02  2.04e-02  1.95e-02  5.25e-03  2.44e-03  2.98e-03  1.90e-03  4.89e-04  1.79e-04
2017 01 01  1635   57754  59700  2.76e+01  8.47e-02  4.69e-02  1.91e-02  1.77e-02  4.91e-03  2.79e-03  2.44e-03  9.49e-04  2.82e-04  1.85e-04
2017 01 01  1640   57754  60000  2.67e+01  6.05e-02  6.57e-02  2.43e-02  1.67e-02  5.83e-03  2.59e-03  2.21e-03  8.13e-04  5.08e-04  1.42e-04
2017 01 01  1645   57754  60300  2.45e+01  6.05e-02  4.69e-02  1.97e-02  2.14e-02  4.74e-03  2.61e-03  2.89e-03  1.17e-03  3.20e-04  1.58e-04
2017 01 01  1650   57754  60600  2.48e+01  1.09e-01  3.75e-02  2.37e-02  1.57e-02  5.12e-03  2.76e-03  2.39e-03  1.36e-03  5.27e-04  1.42e-04
2017 01 01  1655   57754  60900  2.27e+01  9.68e-02  4.69e-02  1.71e-02  1.18e-02  5.72e-03  2.75e-03  2.76e-03  1.76e-03  6.59e-04  2.10e-04
2017 01 01  1700   57754  61200  2.47e+01  7.26e-02  0.00e+00  1.77e-02  1.81e-02  5.01e-03  2.52e-03  2.21e-03  1.54e-03  4.33e-04  1.62e-04
2017 01 01  1705   57754  61500  2.72e+01  4.84e-02  7.50e-02  2.23e-02  1.59e-02  5.45e-03  2.78e-03  2.17e-03  1.31e-03  5.27e-04  1.73e-04
2017 01 01  1710   57754  61800  2.98e+01  1.57e-01  2.81e-02  1.84e-02  1.48e-02  5.49e-03  2.55e-03  2.66e-03  9.94e-04  6.78e-04  1.71e-04
2017 01 01  1715   57754  62100  3.34e+01  9.68e-02  9.38e-03  1.71e-02  1.85e-02  6.17e-03  2.95e-03  2.44e-03  8.58e-04  6.78e-04  1.71e-04
2017 01 01  1720   57754  62400  3.36e+01  8.47e-02  2.81e-02  2.43e-02  1.44e-02  5.28e-03  2.74e-03  2.35e-03  1.49e-03  7.15e-04  1.81e-04
2017 01 01  1725   57754  62700  5.71e+01  7.26e-02  5.63e-02  1.58e-02  1.42e-02  5.49e-03  2.74e-03  1.85e-03  1.08e-03  5.08e-04  1.71e-04
2017 01 01  1730   57754  63000  1.14e+02  1.09e-01  1.03e-01  1.84e-02  1.91e-02  5.25e-03  2.63e-03  2.17e-03  9.49e-04  5.46e-04  1.68e-04
2017 01 01  1735   57754  63300  1.02e+02  1.21e-01  1.88e-02  1.91e-02  1.59e-02  5.45e-03  2.76e-03  2.35e-03  9.03e-04  7.90e-04  1.66e-04
2017 01 01  1740   57754  63600  1.48e+02  1.09e-01  5.63e-02  1.64e-02  1.83e-02  6.00e-03  2.73e-03  2.48e-03  1.17e-03  4.89e-04  1.79e-04
2017 01 01  1745   57754  63900  1.45e+02  1.09e-01  3.75e-02  2.04e-02  1.46e-02  5.59e-03  2.43e-03  1.58e-03  1.58e-03  4.33e-04  1.60e-04
2017 01 01  1750   57754  64200  2.24e+02  8.47e-02  6.57e-02  2.69e-02  1.48e-02  6.03e-03  2.82e-03  2.71e-03  1.31e-03  4.89e-04  1.58e-04
2017 01 01  1755   57754  64500  2.19e+02  1.33e-01  4.69e-02  2.04e-02  1.89e-02  5.18e-03  2.65e-03  2.03e-03  1.04e-03  5.27e-04  2.12e-04
2017 01 01  1800   57754  64800  2.45e+02  7.26e-02  7.50e-02  2.04e-02  1.44e-02  5.12e-03  2.52e-03  2.12e-03  1.22e-03  4.89e-04  2.01e-04
2017 01 01  1805   57754  65100  2.85e+02  1.33e-01  6.57e-02  1.84e-02  1.81e-02  4.88e-03  2.54e-03  2.21e-03  1.26e-03  7.15e-04  1.64e-04
2017 01 01  1810   57754  65400  2.39e+02  8.47e-02  8.44e-02  2.50e-02  1.34e-02  6.27e-03  2.91e-03  2.66e-03  8.58e-04  4.52e-04  1.97e-04
2017 01 01  1815   57754  65700  2.44e+02  1.21e-01  4.69e-02  2.17e-02  1.65e-02  5.39e-03  2.63e-03  1.94e-03  1.22e-03  5.08e-04  2.16e-04
2017 01 01  1820   57754  66000  2.28e+02  1.33e-01  1.03e-01  1.84e-02  1.81e-02  4.64e-03  2.88e-03  2.26e-03  1.04e-03  4.33e-04  1.68e-04
2017 01 01  1825   57754  66300  2.68e+02  8.47e-02  6.57e-02  2.50e-02  1.67e-02  5.72e-03  2.73e-03  2.57e-03  1.26e-03  4.33e-04  1.73e-04
2017 01 01  1830   57754  66600  2.59e+02  8.47e-02  3.75e-02  1.97e-02  1.91e-02  5.72e-03  2.91e-03  2.21e-03  8.58e-04  4.14e-04  1.56e-04
2017 01 01  1835   57754  66900  2.32e+02  1.21e-01  5.63e-02  2.10e-02  1.36e-02  6.06e-03  2.71e-03  2.35e-03  1.31e-03  5.46e-04  1.73e-04
2017 01 01  1840   57754  67200  2.45e+02  8.47e-02  9.38e-03  1.77e-02  1.67e-02  5.59e-03  2.68e-03  2.35e-03  1.76e-03  5.27e-04  2.05e-04
2017 01 01  1845   57754  67500  2.29e+02  1.45e-01  6.57e-02  2.17e-02  1.85e-02  6.06e-03  2.76e-03  2.48e-03  9.49e-04  6.21e-04  1.81e-04
2017 01 01  1850   57754  67800  2.31e+02  9.68e-02  3.75e-02  2.43e-02  1.55e-02  5.62e-03  2.55e-03  1.85e-03  1.45e-03  7.34e-04  1.73e-04
2017 01 01  1855   57754  68100  1.71e+02  9.68e-02  9.38e-03  1.71e-02  1.46e-02  5.56e-03  2.71e-03  2.62e-03  1.13e-03  5.83e-04  2.28e-04
2017 01 01  1900   57754  68400  1.92e+02  1.21e-01  4.69e-02  2.69e-02  1.67e-02  5.18e-03  2.68e-03  1.81e-03  9.49e-04  5.08e-04  1.60e-04
2017 01 01  1905   57754  68700  1.73e+02  1.33e-01  1.88e-02  2.30e-02  2.05e-02  5.79e-03  2.65e-03  2.89e-03  1.13e-03  3.95e-04  1.46e-04
2017 01 01  1910   57754  69000  2.11e+02  7.26e-02  4.69e-02  2.83e-02  1.71e-02  5.42e-03  2.82e-03  2.26e-03  9.49e-04  5.08e-04  1.77e-04
2017 01 01  1915   57754  69300  1.94e+02  8.47e-02  4.69e-02  1.31e-02  1.77e-02  5.39e-03  2.93e-03  3.21e-03  1.08e-03  9.03e-04  1.34e-04
2017 01 01  1920   57754  69600  1.93e+02  3.63e-02  9.38e-03  2.30e-02  1.63e-02  5.42e-03  2.73e-03  2.21e-03  1.31e-03  7.53e-04  1.75e-04
2017 01 01  1925   57754  69900  1.86e+02  1.09e-01  3.75e-02  2.30e-02  1.85e-02  5.86e-03  2.78e-03  2.80e-03  1.99e-03  4.52e-04  1.81e-04
2017 01 01  1930   57754  70200  1.72e+02  9.68e-02  7.50e-02  2.04e-02  1.51e-02  5.72e-03  2.66e-03  3.07e-03  1.26e-03  5.08e-04  1.81e-04
2017 01 01  1935   57754  70500  1.52e+02  7.26e-02  6.57e-02  1.71e-02  1.91e-02  5.39e-03  2.60e-03  1.67e-03  9.94e-04  2.45e-04  1.77e-04
2017 01 01  1940   57754  70800  1.54e+02  6.05e-02  7.50e-02  1.97e-02  1.53e-02  5.89e-03  2.84e-03  2.53e-03  1.13e-03  6.78e-04  1.89e-04
2017 01 01  1945   57754  71100  1.55e+02  4.84e-02  4.69e-02  1.45e-02  1.69e-02  5.72e-03  2.54e-03  2.30e-03  1.22e-03  6.40e-04  1.56e-04
2017 01 01  1950   57754  71400  1.59e+02  4.84e-02  9.38e-03  2.10e-02  1.44e-02  5.76e-03  2.34e-03  2.57e-03  8.13e-04  3.95e-04  1.79e-04
2017 01 01  1955   57754  71700  1.35e+02  1.33e-01  1.88e-02  2.04e-02  1.73e-02  6.00e-03  2.50e-03  2.76e-03  8.58e-04  3.76e-04  2.05e-04
2017 01 01  2000   57754  72000  1.32e+02  8.47e-02  1.88e-02  1.51e-02  1.73e-02  5.45e-03  2.64e-03  2.26e-03  1.45e-03  3.58e-04  2.08e-04
2017 01 01  2005   57754  72300  1.04e+02  1.21e-01  1.88e-02  2.10e-02  1.48e-02  6.50e-03  2.84e-03  2.76e-03  4.07e-04  6.59e-04  1.89e-04
2017 01 01  2010   57754  72600  1.08e+02  1.57e-01  5.63e-02  1.77e-02  1.73e-02  5.08e-03  2.51e-03  2.48e-03  1.36e-03  6.02e-04  1.81e-04
2017 01 01  2015   57754  72900  8.91e+01  1.21e-01  1.88e-02  1.64e-02  1.55e-02  5.42e-03  2.36e-03  2.71e-03  1.13e-03  3.76e-04  1.79e-04
2017 01 01  2020   57754  73200  9.44e+01  9.68e-02  6.57e-02  2.17e-02  1.83e-02  5.59e-03  2.44e-03  2.35e-03  9.03e-04  4.52e-04  2.08e-04
2017 01 01  2025   57754  73500  7.81e+01  8.47e-02  3.75e-02  3.02e-02  1.49e-02  5.39e-03  2.49e-03  2.44e-03  9.03e-04  6.02e-04  1.85e-04
2017 01 01  2030   57754  73800  8.23e+01  8.47e-02  3.75e-02  2.83e-02  1.77e-02  5.59e-03  2.70e-03  2.26e-03  1.31e-03  4.33e-04  2.14e-04
2017 01 01  2035   57754  74100  7.75e+01  1.45e-01  7.50e-02  1.91e-02  1.51e-02  6.23e-03  2.41e-03  2.35e-03  8.58e-04  5.08e-04  2.08e-04
2017 01 01  2040   57754  74400  6.94e+01  6.05e-02  1.88e-02  2.04e-02  2.14e-02  5.59e-03  2.79e-03  2.03e-03  9.49e-04  5.27e-04  1.87e-04
2017 01 01  2045   57754  74700  7.07e+01  7.26e-02  4.69e-02  1.97e-02  1.87e-02  5.52e-03  2.70e-03  2.12e-03  1.45e-03  6.59e-04  1.77e-04
2017 01 01  2050   57754  75000  7.16e+01  9.68e-02  5.63e-02  2.10e-02  1.73e-02  5.56e-03  2.40e-03  2.71e-03  1.08e-03  4.52e-04  1.89e-04
2017 01 01  2055   57754  75300  6.57e+01  1.33e-01  1.88e-02  1.64e-02  1.83e-02  5.18e-03  2.72e-03  2.57e-03  1.17e-03  6.78e-04  1.95e-04
2017 01 01  2100   57754  75600  6.88e+01  1.21e-01  2.81e-02  2.43e-02  1.53e-02  5.32e-03  2.65e-03  2.66e-03  1.40e-03  5.27e-04  1.99e-04
2017 01 01  2105   57754  75900  6.98e+01  1.21e-01  2.81e-02  2.30e-02  1.61e-02  5.18e-03  2.67e-03  2.17e-03  1.54e-03  4.89e-04  1.97e-04
2017 01 01  2110   57754  76200  6.95e+01  1.21e-02  3.75e-02  2.04e-02  1.38e-02  5.86e-03  2.57e-03  2.03e-03  7.23e-04  5.46e-04  1.97e-04
2017 01 01  2115   57754  76500  6.91e+01  1.21e-01  6.57e-02  2.17e-02  1.30e-02  4.95e-03  2.29e-03  2.08e-03  9.03e-04  6.21e-04  1.75e-04
2017 01 01  2120   57754  76800  7.15e+01  6.05e-02  1.88e-02  1.71e-02  1.91e-02  5.59e-03  2.53e-03  1.85e-03  1.45e-03  4.89e-04  1.87e-04
2017 01 01  2125   57754  77100  6.34e+01  9.68e-02  4.69e-02  1.91e-02  1.55e-02  5.66e-03  2.62e-03  2.85e-03  1.76e-03  4.70e-04  1.71e-04
2017 01 01  2130   57754  77400  6.48e+01  7.26e-02  4.69e-02  2.17e-02  1.51e-02  5.39e-03  2.61e-03  1.63e-03  1.26e-03  5.27e-04  1.68e-04
2017 01 01  2135   57754  77700  6.04e+01  9.68e-02  4.69e-02  2.17e-02  1.38e-02  5.49e-03  2.13e-03  2.26e-03  1.58e-03  5.08e-04  1.54e-04
2017 01 01  2140   57754  78000  5.22e+01  7.26e-02  3.75e-02  1.38e-02  1.63e-02  4.91e-03  2.74e-03  2.76e-03  1.22e-03  7.15e-04  2.08e-04
2017 01 01  2145   57754  78300  4.66e+01  1.09e-01  3.75e-02  1.91e-02  1.63e-02  5.96e-03  2.79e-03  2.85e-03  1.31e-03  6.59e-04  1.54e-04
2017 01 01  2150   57754  78600  5.49e+01  9.68e-02  4.69e-02  2.37e-02  1.89e-02  5.08e-03  2.77e-03  2.80e-03  1.54e-03  6.21e-04  1.91e-04
2017 01 01  2155   57754  78900  3.76e+01  9.68e-02  5.63e-02  2.56e-02  1.53e-02  4.51e-03  2.58e-03  2.76e-03  9.49e-04  5.65e-04  1.79e-04
2017 01 01  2200   57754  79200  4.22e+01  6.05e-02  3.75e-02  1.97e-02  1.42e-02  4.95e-03  2.47e-03  2.26e-03  8.58e-04  6.40e-04  1.32e-04
2017 01 01  2205   57754  79500  3.09e+01  1.21e-01  9.38e-03  2.30e-02  1.59e-02  6.47e-03  2.55e-03  2.66e-03  9.49e-04  4.70e-04  1.83e-04
2017 01 01  2210   57754  79800  3.52e+01  1.21e-01  3.75e-02  1.91e-02  1.46e-02  5.66e-03  2.62e-03  2.35e-03  8.58e-04  7.34e-04  1.99e-04
2017 01 01  2215   57754  80100  2.91e+01  1.09e-01  2.81e-02  1.58e-02  1.57e-02  5.66e-03  2.37e-03  2.66e-03  1.26e-03  6.02e-04  1.77e-04
2017 01 01  2220   57754  80400  3.04e+01  1.09e-01  6.57e-02  1.84e-02  1.61e-02  5.45e-03  2.33e-03  2.76e-03  1.08e-03  5.46e-04  2.20e-04
2017 01 01  2225   57754  80700  2.39e+01  1.09e-01  2.81e-02  2.37e-02  1.42e-02  5.28e-03  2.49e-03  2.57e-03  1.08e-03  4.14e-04  1.60e-04
2017 01 01  2230   57754  81000  2.35e+01  7.26e-02  5.63e-02  2.43e-02  1.81e-02  5.86e-03  2.58e-03  2.85e-03  1.26e-03  5.65e-04  1.42e-04
2017 01 01  2235   57754  81300  1.99e+01  6.05e-02  6.57e-02  2.10e-02  2.01e-02  5.35e-03  2.57e-03  2.12e-03  1.08e-03  6.40e-04  1.79e-04
2017 01 01  2240   57754  81600  1.77e+01  9.68e-02  5.63e-02  1.97e-02  1.63e-02  6.03e-03  2.79e-03  2.48e-03  9.49e-04  5.46e-04  1.69e-04
2017 01 01  2245   57754  81900  1.77e+01  9.68e-02  5.63e-02  2.56e-02  1.61e-02  4.95e-03  2.43e-03  2.35e-03  1.08e-03  6.78e-04  1.83e-04
2017 01 01  2250   57754  82200  1.56e+01  2.42e-02  1.88e-02  1.84e-02  1.85e-02  4.67e-03  2.75e-03  1.81e-03  1.04e-03  3.20e-04  2.05e-04
2017 01 01  2255   57754  82500  1.35e+01  9.68e-02  4.69e-02  1.64e-02  1.32e-02  5.39e-03  2.81e-03  2.53e-03  1.17e-03  6.02e-04  1.54e-04
2017 01 01  2300   57754  82800  1.57e+01  7.26e-02  6.57e-02  2.50e-02  2.01e-02  5.76e-03  2.75e-03  2.57e-03  1.13e-03  5.27e-04  1.87e-04
